"PAGNUM","PAGSEC","PAGTIP","PAGIMP","PAGCHENUM","PAGCHEBAN","PAGCHEEST","PAGOBS"," ","","","","","","",""
"7808","3","Cheque","8674","22377000","PATAGONIA","","","","","","","","","",""
"7808","4","Cheque","8674","22376997","PATAGONIA","","","","","","","","","",""
"0","1","Cheque","40825.24","79792199","RIO","","","","","","","","","",""
"0","2","Otros","599.11","","RETENCION","","","","","","","","","",""
"7809","1","Cheque","40825.24","79792199","RIO","","","","","","","","","",""
"7809","2","Otros","599.11","","RETENCION","","","","","","","","","",""
"0","1","Efectivo","6360.6","","","","","","","","","","","",""
"7810","1","Efectivo","6360.6","","","","","","","","","","","",""
"0","1","Deposito","3175","","CREDICOOP","","","","","","","","","",""
"7811","1","Deposito","3175","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","18900","","CREDICOOP","","","","","","","","","",""
"7812","1","Deposito","18900","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","10000","","NACION","","","","","","","","","",""
"7813","1","Deposito","10000","","NACION","","","","","","","","","",""
"0","1","Cheque","44577.99","17568582","CHUBUT","","","","","","","","","",""
"7814","1","Cheque","44577.99","17568582","CHUBUT","","","","","","","","","",""
"0","1","Deposito","21138.94","","CREDICOOP","","","","","","","","","",""
"7815","1","Deposito","21138.94","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","28797.52","","CREDICOOP","","","","","","","","","",""
"7816","1","Deposito","28797.52","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","21856.24","","CREDICOOP","","","","","","","","","",""
"7817","1","Deposito","21856.24","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","22323","","CREDICOOP","","","","","","","","","",""
"7818","1","Deposito","22323","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","25789.7","","CREDICOOP","","","","","","","","","",""
"7819","1","Deposito","25789.7","","CREDICOOP","","","","","","","","","",""
"0","1","Cheque","6155","78229092","PROVINCIA","","","","","","","","","",""
"0","2","Cheque","10584.41","99143171","ICBC","","","","","","","","","",""
"0","3","Otros","8287.04","","ERROR","","","","","","","","","",""
"7820","1","Cheque","6155","78229092","PROVINCIA","","","","","","","","","",""
"7820","2","Cheque","10584.41","99143171","ICBC","","","","","","","","","",""
"7820","3","Otros","8287.04","","ERROR","","","","","","","","","",""
"0","1","Cheque","10507.55","55526347","GALICIA","","","","","","","","","",""
"0","2","Cheque","5724.32","83191788","SANTA FE","","","","","","","","","",""
"0","3","Cheque","10000","22316561","PATAGONIA","","","","","","","","","",""
"0","4","Efectivo","270","","","","","","","","","","","",""
"0","5","Otros","803.35","","AJUSTE PRECIO","","","","","","","","","",""
"7821","1","Cheque","10507.55","55526347","GALICIA","","","","","","","","","",""
"7821","2","Cheque","5724.32","83191788","SANTA FE","","","","","","","","","",""
"7821","3","Cheque","10000","22316561","PATAGONIA","","","","","","","","","",""
"7821","4","Efectivo","270","","","","","","","","","","","",""
"7821","5","Otros","803.35","","AJUSTE PRECIO","","","","","","","","","",""
"0","1","Efectivo","99000","","","","","","","","","","","",""
"0","2","Efectivo","3000","","","","","","","","","","","",""
"7822","1","Efectivo","99000","","","","","","","","","","","",""
"7822","2","Efectivo","3000","","","","","","","","","","","",""
"0","1","Efectivo","99000","","","","","","","","","","","",""
"0","2","Efectivo","1000","","","","","","","","","","","",""
"7823","1","Efectivo","99000","","","","","","","","","","","",""
"7823","2","Efectivo","1000","","","","","","","","","","","",""
"0","1","Deposito","21653.7","","CREDICOOP","","","","","","","","","",""
"7824","1","Deposito","21653.7","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","6742.85","","CREDICOOP","","","","","","","","","",""
"7825","1","Deposito","6742.85","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","8926.3","","CREDICOOP","","","","","","","","","",""
"7826","1","Deposito","8926.3","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","9936.12","","CREDICOOP","","","","","","","","","",""
"7827","1","Deposito","9936.12","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","53800","","","","","","","","","","","",""
"0","2","Cheque","78000","","CREDICOOP","","","","","","","","","",""
"7828","1","Efectivo","53800","","","","","","","","","","","",""
"7828","2","Cheque","78000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","37330","","","","","","","","","","","",""
"7829","1","Efectivo","37330","","","","","","","","","","","",""
"0","1","Efectivo","2272.2","","","","","","","","","","","",""
"7830","1","Efectivo","2272.2","","","","","","","","","","","",""
"0","1","Deposito","37437.58","","CREDICOOP","","","","","","","","","",""
"7831","1","Deposito","37437.58","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","8000","","","","","","","","","","","",""
"7832","1","Efectivo","8000","","","","","","","","","","","",""
"0","1","Efectivo","4181.4","","","","","","","","","","","",""
"0","2","Otros","4980","","ERROR","","","","","","","","","",""
"7833","1","Efectivo","4181.4","","","","","","","","","","","",""
"7833","2","Otros","4980","","ERROR","","","","","","","","","",""
"0","1","Efectivo","17358.45","","","","","","","","","","","",""
"7834","1","Efectivo","17358.45","","","","","","","","","","","",""
"0","1","Deposito","32317","","CREDICOOP","","","","","","","","","",""
"7835","1","Deposito","32317","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","6000","","","","","","","","","","","",""
"7836","1","Efectivo","6000","","","","","","","","","","","",""
"0","1","Efectivo","3768","","","","","","","","","","","",""
"7837","1","Efectivo","3768","","","","","","","","","","","",""
"0","1","Efectivo","37748.2","","","","","","","","","","","",""
"7838","1","Efectivo","37748.2","","","","","","","","","","","",""
"0","1","Efectivo","1116","","","","","","","","","","","",""
"7839","1","Efectivo","1116","","","","","","","","","","","",""
"0","1","Efectivo","3690","","","","","","","","","","","",""
"7840","1","Efectivo","3690","","","","","","","","","","","",""
"0","1","Efectivo","9539.36","","","","","","","","","","","",""
"7841","1","Efectivo","9539.36","","","","","","","","","","","",""
"0","1","Efectivo","7727","","","","","","","","","","","",""
"7842","1","Efectivo","7727","","","","","","","","","","","",""
"0","1","Cheque","4003","48143951","LA PAMPA","","","","","","","","","",""
"7843","1","Cheque","4003","48143951","LA PAMPA","","","","","","","","","",""
"0","1","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"0","2","Efectivo","25000","","","","","","","","","","","",""
"7844","1","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"7844","2","Efectivo","25000","","","","","","","","","","","",""
"0","1","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"7845","1","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","60000","","","","","","","","","","","",""
"7846","1","Efectivo","60000","","","","","","","","","","","",""
"0","1","Efectivo","3861","","","","","","","","","","","",""
"7847","1","Efectivo","3861","","","","","","","","","","","",""
"0","1","Deposito","41200","","CREDICOOP","","","","","","","","","",""
"7848","1","Deposito","41200","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","2000","","","","","","","","","","","",""
"7849","1","Efectivo","2000","","","","","","","","","","","",""
"0","1","Otros","37922.47","","ERROR","","","","","","","","","",""
"7850","1","Otros","37922.47","","ERROR","","","","","","","","","",""
"0","1","Deposito","10267.2","","CREDICOOP","","","","","","","","","",""
"7851","1","Deposito","10267.2","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","14446.64","","CREDICOOP","","","","","","","","","",""
"7852","1","Deposito","14446.64","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","6068.5","","","","","","","","","","","",""
"7853","1","Efectivo","6068.5","","","","","","","","","","","",""
"0","1","Deposito","9713.64","","CREDICOOP","","","","","","","","","",""
"7854","1","Deposito","9713.64","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","6370","","CREDICOOP","","","","","","","","","",""
"7855","1","Deposito","6370","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","6664.5","","","","","","","","","","","",""
"7856","1","Efectivo","6664.5","","","","","","","","","","","",""
"0","1","Efectivo","13459.58","","","","","","","","","","","",""
"7857","1","Efectivo","13459.58","","","","","","","","","","","",""
"0","1","Efectivo","1112","","","","","","","","","","","",""
"7858","1","Efectivo","1112","","","","","","","","","","","",""
"0","1","Deposito","27278.4","","CREDICOOP","","","","","","","","","",""
"7859","1","Deposito","27278.4","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","9300","","CREDICOOP","","","","","","","","","",""
"7860","1","Deposito","9300","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"7861","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","13000","","CREDICOOP","","","","","","","","","",""
"7862","1","Deposito","13000","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","3924.11","","CREDICOOP","","","","","","","","","",""
"7863","1","Deposito","3924.11","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","16614","","","","","","","","","","","",""
"7864","1","Efectivo","16614","","","","","","","","","","","",""
"0","1","Efectivo","15000","","","","","","","","","","","",""
"7865","1","Efectivo","15000","","","","","","","","","","","",""
"0","1","Efectivo","9650.9","","","","","","","","","","","",""
"7866","1","Efectivo","9650.9","","","","","","","","","","","",""
"0","1","Deposito","4727.4","","CREDICOOP","","","","","","","","","",""
"7867","1","Deposito","4727.4","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","7919.78","","","","","","","","","","","",""
"7868","1","Efectivo","7919.78","","","","","","","","","","","",""
"0","1","Efectivo","7741.53","","","","","","","","","","","",""
"7869","1","Efectivo","7741.53","","","","","","","","","","","",""
"0","1","Deposito","12835.2","","CREDICOOP","","","","","","","","","",""
"7870","1","Deposito","12835.2","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","19993.99","","","","","","","","","","","",""
"7871","1","Efectivo","19993.99","","","","","","","","","","","",""
"0","1","Efectivo","7717.42","","","","","","","","","","","",""
"7872","1","Efectivo","7717.42","","","","","","","","","","","",""
"0","1","Cheque","7920","79793878","PROVINCIA","","","","","","","","","",""
"0","2","Cheque","7921","79793879","PROVINCIA","","","","","","","","","",""
"7873","1","Cheque","7920","79793878","PROVINCIA","","","","","","","","","",""
"7873","2","Cheque","7921","79793879","PROVINCIA","","","","","","","","","",""
"0","1","Otros","7696.2","","ERROR","","","","","","","","","",""
"7875","1","Otros","7696.2","","ERROR","","","","","","","","","",""
"0","1","Efectivo","9000","","","","","","","","","","","",""
"7876","1","Efectivo","9000","","","","","","","","","","","",""
"0","1","Efectivo","4854.8","","","","","","","","","","","",""
"7877","1","Efectivo","4854.8","","","","","","","","","","","",""
"0","1","Deposito","8049","","CREDICOOP","","","","","","","","","",""
"7878","1","Deposito","8049","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","7786","","CREDICOOP","","","","","","","","","",""
"7879","1","Deposito","7786","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","3942.8","","CREDICOO","","","","","","","","","",""
"7881","1","Deposito","3942.8","","CREDICOO","","","","","","","","","",""
"0","1","Efectivo","1509.48","","","","","","","","","","","",""
"7882","1","Efectivo","1509.48","","","","","","","","","","","",""
"0","1","Efectivo","6300","","","","","","","","","","","",""
"7883","1","Efectivo","6300","","","","","","","","","","","",""
"0","1","Efectivo","8015.7","","","","","","","","","","","",""
"7884","1","Efectivo","8015.7","","","","","","","","","","","",""
"0","1","Efectivo","3470","","","","","","","","","","","",""
"7885","1","Efectivo","3470","","","","","","","","","","","",""
"0","1","Efectivo","2250.4","","","","","","","","","","","",""
"7886","1","Efectivo","2250.4","","","","","","","","","","","",""
"0","1","Deposito","13000","","CREDICOOP","","","","","","","","","",""
"7887","1","Deposito","13000","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","38510","","CREDICOOP","","","","","","","","","",""
"7888","1","Deposito","38510","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","9500","","","","","","","","","","","",""
"7889","1","Efectivo","9500","","","","","","","","","","","",""
"0","1","Deposito","19500","","CREDICOOP","","","","","","","","","",""
"0","2","Deposito","2300","","CREDICOOP","","","","","","","","","",""
"7890","1","Deposito","19500","","CREDICOOP","","","","","","","","","",""
"7890","2","Deposito","2300","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","8000","","","","","","","","","","","",""
"7891","1","Efectivo","8000","","","","","","","","","","","",""
"7892","1","Efectivo","63535.8","","","","","","","","","","","",""
"0","1","Efectivo","17687.97","","","","","","","","","","","",""
"7893","1","Efectivo","17687.97","","","","","","","","","","","",""
"0","1","Deposito","9152","","CREDICOOP","","","","","","","","","",""
"7894","1","Deposito","9152","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","9532","","CREDICOOP","","","","","","","","","",""
"7895","1","Deposito","9532","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","11014.45","","CREDICOOP","","","","","","","","","",""
"7896","1","Deposito","11014.45","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","12511","","CREDICOOP","","","","","","","","","",""
"7897","1","Deposito","12511","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","18820","","","","","","","","","","","",""
"7898","1","Efectivo","18820","","","","","","","","","","","",""
"0","1","Efectivo","8800.32","","","","","","","","","","","",""
"7899","1","Efectivo","8800.32","","","","","","","","","","","",""
"0","1","Deposito","56306.88","","CREDICOOP","","","","","","","","","",""
"0","2","Otros","967.68","","RETENCION","","","","","","","","","",""
"7900","1","Deposito","56306.88","","CREDICOOP","","","","","","","","","",""
"7900","2","Otros","967.68","","RETENCION","","","","","","","","","",""
"0","1","Efectivo","8000","","","","","","","","","","","",""
"7901","1","Efectivo","8000","","","","","","","","","","","",""
"0","1","Efectivo","27617.42","","","","","","","","","","","",""
"7902","1","Efectivo","27617.42","","","","","","","","","","","",""
"0","1","Otros","99000","","PAGO Y ERROR","","","","","","","","","",""
"0","2","Otros","6788.8","","PAGO Y ERROR","","","","","","","","","",""
"7903","1","Otros","99000","","PAGO Y ERROR","","","","","","","","","",""
"7903","2","Otros","6788.8","","PAGO Y ERROR","","","","","","","","","",""
"0","1","Efectivo","7400","","","","","","","","","","","",""
"7904","1","Efectivo","7400","","","","","","","","","","","",""
"0","1","Efectivo","19971.9","","","","","","","","","","","",""
"7905","1","Efectivo","19971.9","","","","","","","","","","","",""
"0","1","Otros","1894.6","","NUNCA LO LLEVO","","","","","","","","","",""
"7906","1","Otros","1894.6","","NUNCA LO LLEVO","","","","","","","","","",""
"0","1","Otros","13607.18","","ERROR","","","","","","","","","",""
"7907","1","Otros","13607.18","","ERROR","","","","","","","","","",""
"0","1","Efectivo","1646","","","","","","","","","","","",""
"7908","1","Efectivo","1646","","","","","","","","","","","",""
"0","1","Efectivo","9273","","","","","","","","","","","",""
"7909","1","Efectivo","9273","","","","","","","","","","","",""
"0","1","Efectivo","10534","","","","","","","","","","","",""
"7910","1","Efectivo","10534","","","","","","","","","","","",""
"0","1","Efectivo","16996","","","","","","","","","","","",""
"7911","1","Efectivo","16996","","","","","","","","","","","",""
"0","1","Efectivo","12570","","","","","","","","","","","",""
"0","2","Otros","17276.01","","ERROR","","","","","","","","","",""
"7912","1","Efectivo","12570","","","","","","","","","","","",""
"7912","2","Otros","17276.01","","ERROR","","","","","","","","","",""
"0","1","Deposito","6525","","CREDICOOP","","","","","","","","","",""
"7913","1","Deposito","6525","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","6715","","","","","","","","","","","",""
"7914","1","Efectivo","6715","","","","","","","","","","","",""
"0","1","Cheque","7330","61830712","LA PA PA","","","","","","","","","",""
"7915","1","Cheque","7330","61830712","LA PA PA","","","","","","","","","",""
"0","1","Otros","10324","","ERROR","","","","","","","","","",""
"7916","1","Otros","10324","","ERROR","","","","","","","","","",""
"0","1","Otros","19849.51","","","","","","","","","","","",""
"7917","1","Otros","19849.51","","","","","","","","","","","",""
"0","1","Deposito","13003.8","","CREDICOOP","","","","","","","","","",""
"0","2","Otros","23088.16","","ERROR","","","","","","","","","",""
"7918","1","Deposito","13003.8","","CREDICOOP","","","","","","","","","",""
"7918","2","Otros","23088.16","","ERROR","","","","","","","","","",""
"0","1","Deposito","3675","","CREDICOOP","","","","","","","","","",""
"7919","1","Deposito","3675","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","10262.64","","CREDICOOP","","","","","","","","","",""
"7920","1","Deposito","10262.64","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","3569.5","","","","","","","","","","","",""
"7921","1","Efectivo","3569.5","","","","","","","","","","","",""
"0","1","Efectivo","4239.9","","","","","","","","","","","",""
"7922","1","Efectivo","4239.9","","","","","","","","","","","",""
"0","1","Efectivo","6133","","","","","","","","","","","",""
"7923","1","Efectivo","6133","","","","","","","","","","","",""
"0","1","Efectivo","16825.07","","","","","","","","","","","",""
"7924","1","Efectivo","16825.07","","","","","","","","","","","",""
"0","1","Efectivo","12214.2","","","","","","","","","","","",""
"7925","1","Efectivo","12214.2","","","","","","","","","","","",""
"0","1","Deposito","8609.3","","CREDICOOP","","","","","","","","","",""
"7926","1","Deposito","8609.3","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","1480","","","","","","","","","","","",""
"7927","1","Efectivo","1480","","","","","","","","","","","",""
"0","1","Efectivo","7288.4","","","","","","","","","","","",""
"7928","1","Efectivo","7288.4","","","","","","","","","","","",""
"0","1","Efectivo","4640.8","","","","","","","","","","","",""
"7929","1","Efectivo","4640.8","","","","","","","","","","","",""
"0","1","Cheque","15269","22377004","PATAGONIA","","","","","","","","","",""
"0","2","Cheque","15269","22377005","PATAGONIA","","","","","","","","","",""
"0","3","Cheque","15269","22377006","PATAGONIA","","","","","","","","","",""
"7930","1","Cheque","15269","22377004","PATAGONIA","","","","","","","","","",""
"7930","2","Cheque","15269","22377005","PATAGONIA","","","","","","","","","",""
"7930","3","Cheque","15269","22377006","PATAGONIA","","","","","","","","","",""
"0","1","Efectivo","3393.2","","","","","","","","","","","",""
"7931","1","Efectivo","3393.2","","","","","","","","","","","",""
"0","1","Efectivo","5269.86","","","","","","","","","","","",""
"7932","1","Efectivo","5269.86","","","","","","","","","","","",""
"0","1","Deposito","7758","","CREDICOOP","","","","","","","","","",""
"0","2","Otros","3519","","ERROR","","","","","","","","","",""
"7933","1","Deposito","7758","","CREDICOOP","","","","","","","","","",""
"7933","2","Otros","3519","","ERROR","","","","","","","","","",""
"0","1","Efectivo","85000","","","","","","","","","","","",""
"7934","1","Efectivo","85000","","","","","","","","","","","",""
"0","1","Cheque","23082","18819254","MACRO","","","","","","","","","",""
"0","2","Otros","1070.71","","PERF FALLADOS","","","","","","","","","",""
"7935","1","Cheque","23082","18819254","MACRO","","","","","","","","","",""
"7935","2","Otros","1070.71","","PERF FALLADOS","","","","","","","","","",""
"0","1","Efectivo","9200","","","","","","","","","","","",""
"7936","1","Efectivo","9200","","","","","","","","","","","",""
"0","1","Efectivo","23630","","","","","","","","","","","",""
"7937","1","Efectivo","23630","","","","","","","","","","","",""
"0","1","Efectivo","4435.16","","","","","","","","","","","",""
"7938","1","Efectivo","4435.16","","","","","","","","","","","",""
"0","1","Deposito","8543.16","","CREDICOOP","","","","","","","","","",""
"7939","1","Deposito","8543.16","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","11647.4","","","","","","","","","","","",""
"7940","1","Efectivo","11647.4","","","","","","","","","","","",""
"0","1","Efectivo","7959","","","","","","","","","","","",""
"7941","1","Efectivo","7959","","","","","","","","","","","",""
"0","1","Deposito","14229.6","","CREDICOOP","","","","","","","","","",""
"7942","1","Deposito","14229.6","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","11781.2","","CREDICOOP","","","","","","","","","",""
"0","2","Otros","10428.38","","ERROR","","","","","","","","","",""
"7943","1","Deposito","11781.2","","CREDICOOP","","","","","","","","","",""
"7943","2","Otros","10428.38","","ERROR","","","","","","","","","",""
"0","1","Efectivo","4628.8","","","","","","","","","","","",""
"7944","1","Efectivo","4628.8","","","","","","","","","","","",""
"0","1","Efectivo","1078.2","","","","","","","","","","","",""
"7945","1","Efectivo","1078.2","","","","","","","","","","","",""
"0","1","Cheque","8915.76","61935261","LA PAMPA","","","","","","","","","",""
"7946","1","Cheque","8915.76","61935261","LA PAMPA","","","","","","","","","",""
"0","1","Efectivo","2450","","","","","","","","","","","",""
"7947","1","Efectivo","2450","","","","","","","","","","","",""
"0","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"0","2","Deposito","8252.35","","CREDICOOP","","","","","","","","","",""
"7948","1","Deposito","99000","","CREDICOOP","","","","","","","","","",""
"7948","2","Deposito","8252.35","","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","5617.1","","CREDICOOP","","","","","","","","","",""
"7949","1","Deposito","5617.1","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","99000","","","","","","","","","","","",""
"0","2","Efectivo","1000","","","","","","","","","","","",""
"0","3","Cheque","85000","","CREDICOOP","","","","","","","","","",""
"7950","1","Efectivo","99000","","","","","","","","","","","",""
"7950","2","Efectivo","1000","","","","","","","","","","","",""
"7950","3","Cheque","85000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","63000","","","","","","","","","","","",""
"0","2","Cheque","20000","","CREDICOOP","","","","","","","","","",""
"7953","1","Efectivo","63000","","","","","","","","","","","",""
"7953","2","Cheque","20000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","64000","","","","","","","","","","","",""
"0","2","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"7954","1","Efectivo","64000","","","","","","","","","","","",""
"7954","2","Cheque","50000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","13100","","","","","","","","","","","",""
"7955","1","Efectivo","13100","","","","","","","","","","","",""
"0","1","Efectivo","11765.88","","","","","","","","","","","",""
"7956","1","Efectivo","11765.88","","","","","","","","","","","",""
"0","1","Efectivo","10589.25","","","","","","","","","","","",""
"7957","1","Efectivo","10589.25","","","","","","","","","","","",""
"0","1","Efectivo","3736","","","","","","","","","","","",""
"7958","1","Efectivo","3736","","","","","","","","","","","",""
"0","1","Efectivo","45543.54","","","","","","","","","","","",""
"7959","1","Efectivo","45543.54","","","","","","","","","","","",""
"0","1","Efectivo","3605.6","","","","","","","","","","","",""
"7960","1","Efectivo","3605.6","","","","","","","","","","","",""
"0","1","Efectivo","16467.32","","","","","","","","","","","",""
"7961","1","Efectivo","16467.32","","","","","","","","","","","",""
"0","1","Efectivo","21218.17","","","","","","","","","","","",""
"7962","1","Efectivo","21218.17","","","","","","","","","","","",""
"0","1","Efectivo","40801","","","","","","","","","","","",""
"7963","1","Efectivo","40801","","","","","","","","","","","",""
"0","1","Efectivo","1966.6","","","","","","","","","","","",""
"7964","1","Efectivo","1966.6","","","","","","","","","","","",""
"0","1","Efectivo","4743.1","","","","","","","","","","","",""
"7965","1","Efectivo","4743.1","","","","","","","","","","","",""
"0","1","Efectivo","5917.8","","","","","","","","","","","",""
"7966","1","Efectivo","5917.8","","","","","","","","","","","",""
"0","1","Efectivo","11150","","","","","","","","","","","",""
"7967","1","Efectivo","11150","","","","","","","","","","","",""
"0","1","Efectivo","99000","","ERROR","","","","","","","","","",""
"7968","1","Efectivo","99000","","ERROR","","","","","","","","","",""
"0","1","Otros","36067.56","","ERROR","","","","","","","","","",""
"7969","1","Otros","36067.56","","ERROR","","","","","","","","","",""
"0","1","Otros","41972.96","","PAGO ESCALANTE","","","","","","","","","",""
"7970","1","Otros","41972.96","","PAGO ESCALANTE","","","","","","","","","",""
"0","1","Deposito","4022","","CREDICOOP","","","","","","","","","",""
"7971","1","Deposito","4022","","CREDICOOP","","","","","","","","","",""
"0","1","Cheque","5213.4","413533688","CREDICOOP","","","","","","","","","",""
"7972","1","Cheque","5213.4","413533688","CREDICOOP","","","","","","","","","",""
"0","1","Deposito","25000","","CREDICOOP","","","","","","","","","",""
"7973","1","Deposito","25000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","9450","","","","","","","","","","","",""
"7974","1","Efectivo","9450","","","","","","","","","","","",""
"0","1","Efectivo","4895.5","","","","","","","","","","","",""
"7975","1","Efectivo","4895.5","","","","","","","","","","","",""
"0","1","Efectivo","3919","","","","","","","","","","","",""
"7976","1","Efectivo","3919","","","","","","","","","","","",""
"0","1","Efectivo","6529.5","","","","","","","","","","","",""
"7977","1","Efectivo","6529.5","","","","","","","","","","","",""
"0","1","Efectivo","3000","","","","","","","","","","","",""
"7978","1","Efectivo","3000","","","","","","","","","","","",""
"0","1","Efectivo","20436.66","","","","","","","","","","","",""
"7979","1","Efectivo","20436.66","","","","","","","","","","","",""
"0","1","Efectivo","9545.3","","","","","","","","","","","",""
"7980","1","Efectivo","9545.3","","","","","","","","","","","",""
"0","1","Efectivo","13838.04","","","","","","","","","","","",""
"7981","1","Efectivo","13838.04","","","","","","","","","","","",""
"0","1","Deposito","8302.82","","CREDICOOP","","","","","","","","","",""
"7982","1","Deposito","8302.82","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","7108.1","","","","","","","","","","","",""
"7983","1","Efectivo","7108.1","","","","","","","","","","","",""
"0","1","Deposito","7360","","CREDICOOP","","","","","","","","","",""
"7984","1","Deposito","7360","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","11718","","","","","","","","","","","",""
"7985","1","Efectivo","11718","","","","","","","","","","","",""
"0","1","Efectivo","9265.7","","","","","","","","","","","",""
"7986","1","Efectivo","9265.7","","","","","","","","","","","",""
"0","1","Efectivo","923","","","","","","","","","","","",""
"7987","1","Efectivo","923","","","","","","","","","","","",""
"0","1","Efectivo","12903.3","","","","","","","","","","","",""
"7988","1","Efectivo","12903.3","","","","","","","","","","","",""
"0","1","Efectivo","12929.1","","","","","","","","","","","",""
"7989","1","Efectivo","12929.1","","","","","","","","","","","",""
"0","1","Efectivo","8198","","","","","","","","","","","",""
"7990","1","Efectivo","8198","","","","","","","","","","","",""
"0","1","Efectivo","5453.5","","","","","","","","","","","",""
"7991","1","Efectivo","5453.5","","","","","","","","","","","",""
"0","1","Efectivo","10400","","","","","","","","","","","",""
"7992","1","Efectivo","10400","","","","","","","","","","","",""
"0","1","Efectivo","4300","","","","","","","","","","","",""
"7993","1","Efectivo","4300","","","","","","","","","","","",""
"0","1","Efectivo","15286.21","","","","","","","","","","","",""
"7994","1","Efectivo","15286.21","","","","","","","","","","","",""
"0","1","Otros","2587.68","","ERROR","","","","","","","","","",""
"7995","1","Otros","2587.68","","ERROR","","","","","","","","","",""
"0","1","Deposito","11809.6","","CREDICOOP","","","","","","","","","",""
"7996","1","Deposito","11809.6","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","10763.2","","","","","","","","","","","",""
"7997","1","Efectivo","10763.2","","","","","","","","","","","",""
"0","1","Cheque","2533.33","00001664","NACION","","","","","","","","","",""
"0","2","Efectivo","75.74","","","","","","","","","","","",""
"7998","1","Cheque","2533.33","00001664","NACION","","","","","","","","","",""
"7998","2","Efectivo","75.74","","","","","","","","","","","",""
"0","1","Efectivo","837","","","","","","","","","","","",""
"7999","1","Efectivo","837","","","","","","","","","","","",""
"0","1","Efectivo","26420","","","","","","","","","","","",""
"8000","1","Efectivo","26420","","","","","","","","","","","",""
"0","1","Efectivo","500","","","","","","","","","","","",""
"8001","1","Efectivo","500","","","","","","","","","","","",""
"0","1","Efectivo","11400","","","","","","","","","","","",""
"8002","1","Efectivo","11400","","","","","","","","","","","",""
"0","1","Cheque","11976.7","22377009","PATAGONIA","","","","","","","","","",""
"8003","1","Cheque","11976.7","22377009","PATAGONIA","","","","","","","","","",""
"0","1","Deposito","20000","","CREDICOOP","","","","","","","","","",""
"8004","1","Deposito","20000","","CREDICOOP","","","","","","","","","",""
"0","1","Efectivo","12660","","","","","","","","","","","",""
"8005","1","Efectivo","12660","","","","","","","","","","","",""
"0","1","Efectivo","6600","","","","","","","","","","","",""
