"AJUNUM","AJUFEC","PRODCOD","AJUCAN","AJUOBS"," ","","","","","","",""
"11159","20171205","651","-6","","","","","","","","",""
"11160","20171205","657","-6","","","","","","","","",""
"11161","20171205","660","-6","","","","","","","","",""
"11163","20171205","650","-12","","","","","","","","",""
"11164","20171205","651","-12","","","","","","","","",""
"11165","20171205","652","-24","","","","","","","","",""
"11166","20171205","654","-12","","","","","","","","",""
"11167","20171205","656","-12","","","","","","","","",""
"11168","20171205","658","-12","","","","","","","","",""
"11169","20171205","659","-12","","","","","","","","",""
"11170","20171205","661","-12","","","","","","","","",""
"11171","20171205","672","-12","","","","","","","","",""
"11173","20171206","654","-6","","","","","","","","",""
"11174","20171206","666","-6","","","","","","","","",""
"11177","20171207","650","-1","","","","","","","","",""
"11179","20171207","100","500","","","","","","","","",""
"11181","20171207","651","-6","","","","","","","","",""
"11182","20171207","656","-6","","","","","","","","",""
"11183","20171207","659","-6","","","","","","","","",""
"11184","20171207","660","-6","","","","","","","","",""
"11185","20171207","662","-6","","","","","","","","",""
"11186","20171207","669","-6","","","","","","","","",""
"11188","20171211","650","-12","","","","","","","","",""
"11189","20171211","651","-6","","","","","","","","",""
"11190","20171211","656","-6","","","","","","","","",""
"11191","20171211","660","-6","","","","","","","","",""
"11192","20171211","662","-6","","","","","","","","",""
"11194","20171212","650","-6","","","","","","","","",""
"11195","20171212","652","-6","","","","","","","","",""
"11196","20171212","654","-6","","","","","","","","",""
"11197","20171212","657","-6","","","","","","","","",""
"11198","20171212","657","-6","","","","","","","","",""
"11199","20171212","663","-6","","","","","","","","",""
"11200","20171212","667","-6","","","","","","","","",""
"11202","20171212","650","-12","","","","","","","","",""
"11203","20171212","651","-6","","","","","","","","",""
"11204","20171212","656","-12","","","","","","","","",""
"11205","20171212","666","-6","","","","","","","","",""
"11207","20171214","650","-12","","","","","","","","",""
"11208","20171214","651","-12","","","","","","","","",""
"11209","20171214","652","-12","","","","","","","","",""
"11210","20171214","654","-24","","","","","","","","",""
"11211","20171214","656","-6","","","","","","","","",""
"11212","20171214","659","-12","","","","","","","","",""
"11213","20171214","663","-12","","","","","","","","",""
"11214","20171214","665","-12","","","","","","","","",""
"11215","20171214","666","-12","","","","","","","","",""
"11216","20171214","668","-6","","","","","","","","",""
"11217","20171214","670","-6","","","","","","","","",""
"11219","20171215","656","-6","","","","","","","","",""
"11220","20171215","659","-6","","","","","","","","",""
"11221","20171215","660","-6","","","","","","","","",""
"11222","20171215","670","-6","","","","","","","","",""
"11224","20171215","650","-12","","","","","","","","",""
"11225","20171215","651","-12","","","","","","","","",""
"11226","20171215","652","-12","","","","","","","","",""
"11227","20171215","653","-12","","","","","","","","",""
"11228","20171215","654","-12","","","","","","","","",""
"11229","20171215","655","-12","","","","","","","","",""
"11230","20171215","656","-12","","","","","","","","",""
"11231","20171215","657","-12","","","","","","","","",""
"11232","20171215","659","-12","","","","","","","","",""
"11233","20171215","660","-12","","","","","","","","",""
"11234","20171215","661","-12","","","","","","","","",""
"11235","20171215","662","-12","","","","","","","","",""
"11236","20171215","663","-12","","","","","","","","",""
"11237","20171215","664","-12","","","","","","","","",""
"11238","20171215","666","-12","","","","","","","","",""
"11239","20171215","667","-12","","","","","","","","",""
"11240","20171215","668","-12","","","","","","","","",""
"11241","20171215","669","-12","","","","","","","","",""
"11242","20171215","670","-12","","","","","","","","",""
"11243","20171215","671","-12","","","","","","","","",""
"11245","20171215","654","-6","","","","","","","","",""
"11246","20171215","657","-6","","","","","","","","",""
"11247","20171215","665","-6","","","","","","","","",""
"11249","20171215","670","-6","","","","","","","","",""
"11251","20171219","650","-6","","","","","","","","",""
"11252","20171219","654","-6","","","","","","","","",""
"11253","20171219","656","-12","","","","","","","","",""
"11254","20171219","663","-6","","","","","","","","",""
"11256","20171219","659","-6","","","","","","","","",""
"11257","20171219","662","-6","","","","","","","","",""
"11258","20171219","665","-6","","","","","","","","",""
"11259","20171219","666","-6","","","","","","","","",""
"11261","20171220","660","-2","","","","","","","","",""
"11263","20171220","651","-6","","","","","","","","",""
"11264","20171220","654","-6","","","","","","","","",""
"11265","20171220","658","-6","","","","","","","","",""
"11266","20171220","667","-6","","","","","","","","",""
"11267","20171220","650","-12","","","","","","","","",""
"11268","20171220","651","-12","","","","","","","","",""
"11269","20171220","654","-12","","","","","","","","",""
"11270","20171220","658","-24","","","","","","","","",""
"11271","20171220","659","-12","","","","","","","","",""
"11272","20171220","662","-12","","","","","","","","",""
"11274","20171222","650","-6","","","","","","","","",""
"11275","20171222","651","-6","","","","","","","","",""
"11276","20171222","669","-6","","","","","","","","",""
"11277","20171222","654","-6","","","","","","","","",""
"11278","20171222","658","-6","","","","","","","","",""
"11279","20171222","667","-6","","","","","","","","",""
"11280","20171222","670","-6","","","","","","","","",""
"11282","20171222","07","-1","","","","","","","","",""
"11284","20171222","08","-1","","","","","","","","",""
"11285","20171222","10","-1","","","","","","","","",""
"11286","20171222","19","-2","","","","","","","","",""
"11287","20171222","020","-2","","","","","","","","",""
"11288","20171222","028","-1","","","","","","","","",""
"11289","20171222","030","-2","","","","","","","","",""
"11291","20171226","656","-12","","","","","","","","",""
"11292","20171226","662","-6","","","","","","","","",""
"11293","20171226","672","-6","","","","","","","","",""
"11297","20171227","658","-12","","","","","","","","",""
"11298","20171227","661","-12","","","","","","","","",""
"11300","20171227","650","-12","","","","","","","","",""
"11301","20171227","659","-6","","","","","","","","",""
"11302","20171227","661","-6","","","","","","","","",""
"11303","20171227","665","-6","","","","","","","","",""
"11304","20171227","668","-6","","","","","","","","",""
"11306","20171227","669","-6","","","","","","","","",""
"11307","20171227","652","1093","","","","","","","","",""
"11308","20171227","652","-149","","","","","","","","",""
"11311","20171227","661","-6","","","","","","","","",""
"11312","20171227","662","-6","","","","","","","","",""
"11313","20171227","672","-6","","","","","","","","",""
"11315","20171227","650","-24","","","","","","","","",""
"11316","20171227","653","-12","","","","","","","","",""
"11317","20171227","656","-12","","","","","","","","",""
"11318","20171227","657","-24","","","","","","","","",""
"11319","20171227","660","-12","","","","","","","","",""
"11320","20171227","663","-12","","","","","","","","",""
"11321","20171227","666","-12","","","","","","","","",""
"11325","20171228","654","-6","","","","","","","","",""
"11326","20171228","656","-6","","","","","","","","",""
"11327","20171228","658","-6","","","","","","","","",""
"11329","20180102","651","-12","","","","","","","","",""
"11330","20180102","652","-12","","","","","","","","",""
"11331","20180102","654","-24","","","","","","","","",""
"11332","20180102","658","-12","","","","","","","","",""
"11333","20180102","664","-12","","","","","","","","",""
"11334","20180102","668","-12","","","","","","","","",""
"11335","20180102","671","-12","","","","","","","","",""
"11337","20180103","652","-6","","","","","","","","",""
"11338","20180103","656","-6","","","","","","","","",""
"11339","20180103","663","-6","","","","","","","","",""
"11340","20180103","666","-6","","","","","","","","",""
"11342","20180104","656","-6","","","","","","","","",""
"11344","20180104","650","-6","","","","","","","","",""
"11345","20180104","654","-6","","","","","","","","",""
"11347","20180105","651","-6","","","","","","","","",""
"11348","20180105","656","-6","","","","","","","","",""
"11349","20180105","663","-6","","","","","","","","",""
"11350","20180105","667","-6","","","","","","","","",""
"11352","20180105","658","-6","","","","","","","","",""
"11353","20180105","659","-6","","","","","","","","",""
"11354","20180105","663","-6","","","","","","","","",""
"11355","20180105","670","-6","","","","","","","","",""
"11356","20180105","672","-6","","","","","","","","",""
"11358","20180108","651","-6","","","","","","","","",""
"11359","20180108","654","-6","","","","","","","","",""
"11360","20180108","655","-6","","","","","","","","",""
"11361","20180108","657","-6","","","","","","","","",""
"11362","20180108","660","-6","","","","","","","","",""
"11363","20180108","671","-6","","","","","","","","",""
"11365","20180108","650","-12","","","","","","","","",""
"11366","20180108","656","-12","","","","","","","","",""
"11367","20180108","658","-12","","","","","","","","",""
"11368","20180108","660","-12","","","","","","","","",""
"11369","20180108","661","-12","","","","","","","","",""
"11370","20180108","662","-12","","","","","","","","",""
"11371","20180108","664","-12","","","","","","","","",""
"11372","20180108","669","-12","","","","","","","","",""
"11373","20180108","670","-12","","","","","","","","",""
"11374","20180108","672","-12","","","","","","","","",""
"11376","20180109","650","-4","","","","","","","","",""
"11378","20180109","656","-6","","","","","","","","",""
"11379","20180109","665","-6","","","","","","","","",""
"11381","20180110","654","-6","","","","","","","","",""
"11382","20180110","655","-6","","","","","","","","",""
"11383","20180110","656","-6","","","","","","","","",""
"11384","20180110","657","-6","","","","","","","","",""
"11385","20180110","658","-6","","","","","","","","",""
"11386","20180110","662","-6","","","","","","","","",""
"11387","20180110","664","-6","","","","","","","","",""
"11388","20180110","670","-6","","","","","","","","",""
"11389","20180110","672","-6","","","","","","","","",""
"11391","20180111","650","-6","","","","","","","","",""
"11392","20180111","667","-6","","","","","","","","",""
"11393","20180111","666","-6","","","","","","","","",""
"11394","20180111","670","-6","","","","","","","","",""
"11397","20180112","650","-12","","","","","","","","",""
"11399","20180112","651","-12","","","","","","","","",""
"11400","20180112","657","-12","","","","","","","","",""
"11401","20180112","659","-12","","","","","","","","",""
"11402","20180112","662","-6","","","","","","","","",""
"11403","20180112","669","-6","","","","","","","","",""
"11405","20180112","651","-6","","","","","","","","",""
"11406","20180112","652","-6","","","","","","","","",""
"11407","20180112","654","-6","","","","","","","","",""
"11408","20180112","656","-6","","","","","","","","",""
"11410","20180112","656","-6","","","","","","","","",""
"11411","20180112","660","-6","","","","","","","","",""
"11413","20180115","654","-6","","","","","","","","",""
"11414","20180115","655","-6","","","","","","","","",""
"11415","20180115","656","-6","","","","","","","","",""
"11416","20180115","657","-6","","","","","","","","",""
"11417","20180115","658","-6","","","","","","","","",""
"11418","20180115","662","-6","","","","","","","","",""
"11419","20180115","664","-6","","","","","","","","",""
"11420","20180115","670","-6","","","","","","","","",""
"11421","20180115","672","-6","","","","","","","","",""
"11423","20180115","650","-12","","","","","","","","",""
"11426","20180116","656","-1","","","","","","","","",""
"11429","20180116","650","-12","","","","","","","","",""
"11430","20180116","651","-12","","","","","","","","",""
"11431","20180116","652","-12","","","","","","","","",""
"11432","20180116","654","-24","","","","","","","","",""
"11433","20180116","655","-12","","","","","","","","",""
"11434","20180116","656","-12","","","","","","","","",""
"11435","20180116","657","-12","","","","","","","","",""
"11436","20180116","658","-12","","","","","","","","",""
"11437","20180116","659","-12","","","","","","","","",""
"11438","20180116","660","-12","","","","","","","","",""
"11439","20180116","661","-12","","","","","","","","",""
"11440","20180116","662","-12","","","","","","","","",""
"11441","20180116","663","-12","","","","","","","","",""
"11442","20180116","664","-12","","","","","","","","",""
"11443","20180116","666","-12","","","","","","","","",""
"11446","20180117","650","-6","","","","","","","","",""
"11447","20180117","653","-6","","","","","","","","",""
"11448","20180117","662","-6","","","","","","","","",""
"11453","20180117","651","-6","","","","","","","","",""
"11454","20180117","653","-6","","","","","","","","",""
"11455","20180117","656","-12","","","","","","","","",""
"11456","20180117","665","-6","","","","","","","","",""
"11457","20180117","666","-6","","","","","","","","",""
"11459","20180118","651","-6","","","","","","","","",""
"11460","20180118","654","-6","","","","","","","","",""
"11461","20180118","655","-6","","","","","","","","",""
"11462","20180118","656","-6","","","","","","","","",""
"11464","20180119","652","-6","","","","","","","","",""
"11465","20180119","667","-6","","","","","","","","",""
"11467","20180119","651","-6","","","","","","","","",""
"11468","20180119","658","-6","","","","","","","","",""
"11469","20180119","667","-6","","","","","","","","",""
"11471","20180122","654","-1","","","","","","","","",""
"11472","20180122","658","-1","","","","","","","","",""
"11473","20180122","665","-1","","","","","","","","",""
"11474","20180122","651","-1","","","","","","","","",""
"11478","20180122","654","-6","","","","","","","","",""
"11479","20180122","658","-6","","","","","","","","",""
"11480","20180122","663","-6","","","","","","","","",""
"11481","20180122","668","-6","","","","","","","","",""
"11482","20180122","672","-6","","","","","","","","",""
"11484","20180123","650","-24","","","","","","","","",""
"11485","20180123","654","-12","","","","","","","","",""
"11486","20180123","660","-12","","","","","","","","",""
"11487","20180123","663","-12","","","","","","","","",""
"11488","20180123","665","-12","","","","","","","","",""
"11489","20180123","666","-12","","","","","","","","",""
"11491","20180124","656","-6","","","","","","","","",""
"11492","20180124","663","-6","","","","","","","","",""
"11493","20180124","670","-6","","","","","","","","",""
"11495","20180124","650","-6","","","","","","","","",""
"11496","20180124","651","-6","","","","","","","","",""
"11497","20180124","658","-6","","","","","","","","",""
"11498","20180124","669","-6","","","","","","","","",""
"11500","20180126","656","-6","","","","","","","","",""
"11502","20180126","654","-6","","","","","","","","",""
"11503","20180126","662","-6","","","","","","","","",""
"11505","20180129","656","-6","","","","","","","","",""
"11506","20180129","660","-6","","","","","","","","",""
"11508","20180129","650","-1","","","","","","","","",""
"11509","20180129","651","-1","","","","","","","","",""
"11510","20180129","652","-1","","","","","","","","",""
"11511","20180129","654","-3","","","","","","","","",""
"11512","20180129","661","-1","","","","","","","","",""
"11513","20180129","663","-1","","","","","","","","",""
"11514","20180129","664","-1","","","","","","","","",""
"11515","20180129","666","-2","","","","","","","","",""
"11516","20180129","667","-1","","","","","","","","",""
"11517","20180129","670","-2","","","","","","","","",""
"11518","20180129","672","-3","","","","","","","","",""
"11519","20180129","080","-20","","","","","","","","",""
"11520","20180129","085","-20","","","","","","","","",""
"11521","20180129","090","-20","","","","","","","","",""
"11522","20180129","095","-2","","","","","","","","",""
"11523","20180129","0100","-1","","","","","","","","",""
"11524","20180129","0104","-2","","","","","","","","",""
"11525","20180129","0105","-2","","","","","","","","",""
"11526","20180129","0108","-2","","","","","","","","",""
"11527","20180129","0110","-2","","","","","","","","",""
"11528","20180129","0109","-5","","","","","","","","",""
"11529","20180129","0114","-16","","","","","","","","",""
"11530","20180129","0113","-21","","","","","","","","",""
"11531","20180129","0115","-16","","","","","","","","",""
"11532","20180129","0116","-17","","","","","","","","",""
"11533","20180129","401","-5","","","","","","","","",""
"11534","20180129","403","-20","","","","","","","","",""
"11535","20180129","404","-20","","","","","","","","",""
"11536","20180129","413","-20","","","","","","","","",""
"11537","20180129","419","-20","","","","","","","","",""
"11538","20180129","420","-12","","","","","","","","",""
"11539","20180129","422","-21","","","","","","","","",""
"11540","20180129","423","-20","","","","","","","","",""
"11541","20180129","424","-35","","","","","","","","",""
"11542","20180129","02","-1","","","","","","","","",""
"11543","20180129","04","-1","","","","","","","","",""
"11544","20180129","05","-1","","","","","","","","",""
"11545","20180129","07","-1","","","","","","","","",""
"11546","20180129","08","-1","","","","","","","","",""
"11547","20180129","09","-2","","","","","","","","",""
"11548","20180129","10","-2","","","","","","","","",""
"11549","20180129","13","-1","","","","","","","","",""
"11550","20180129","14","-1","","","","","","","","",""
"11551","20180129","16","-1","","","","","","","","",""
"11552","20180129","18","-2","","","","","","","","",""
"11553","20180129","020","-2","","","","","","","","",""
"11554","20180129","021","-1","","","","","","","","",""
"11555","20180129","022","-1","","","","","","","","",""
"11556","20180129","023","-1","","","","","","","","",""
"11557","20180129","027","-1","","","","","","","","",""
"11558","20180129","028","-2","","","","","","","","",""
"11559","20180129","029","-1","","","","","","","","",""
"11560","20180129","030","-1","","","","","","","","",""
"11561","20180129","031","-1","","","","","","","","",""
"11562","20180129","032","-4","","","","","","","","",""
"11563","20180129","033","-3","","","","","","","","",""
"11564","20180129","034","-3","","","","","","","","",""
"11565","20180129","21","-1","","","","","","","","",""
"11566","20180129","22","-2","","","","","","","","",""
"11567","20180129","23","-2","","","","","","","","",""
"11568","20180129","24","-1","","","","","","","","",""
"11569","20180129","25","-1","","","","","","","","",""
"11570","20180129","26","-1","","","","","","","","",""
"11571","20180129","28","-1","","","","","","","","",""
"11572","20180129","30","-1","","","","","","","","",""
"11573","20180129","31","-1","","","","","","","","",""
"11574","20180129","32","-1","","","","","","","","",""
"11575","20180129","43","-2","","","","","","","","",""
"11576","20180129","44","-2","","","","","","","","",""
"11577","20180129","45","-3","","","","","","","","",""
"11578","20180129","46","-6","","","","","","","","",""
"11580","20180129","E15","250","","","","","","","","",""
"11582","20180129","657","1008","","","","","","","","",""
"11583","20180129","650","1005","","","","","","","","",""
"11584","20180129","651","1008","","","","","","","","",""
"11585","20180129","660","1008","","","","","","","","",""
"11586","20180129","654","1008","","","","","","","","",""
"11587","20180129","669","1008","","","","","","","","",""
"11590","20180129","650","-43","","","","","","","","",""
"11591","20180129","651","-17","","","","","","","","",""
"11592","20180129","652","4","","","","","","","","",""
"11593","20180129","654","-29","","","","","","","","",""
"11594","20180129","655","-13","","","","","","","","",""
"11595","20180129","656","-39","","","","","","","","",""
"11596","20180129","657","5","","","","","","","","",""
"11597","20180129","658","-26","","","","","","","","",""
"11598","20180129","659","-23","","","","","","","","",""
"11599","20180129","660","-23","","","","","","","","",""
"11600","20180129","661","13","","","","","","","","",""
"11601","20180129","662","16","","","","","","","","",""
"11602","20180129","663","-33","","","","","","","","",""
"11603","20180129","664","-3","","","","","","","","",""
"11604","20180129","665","-8","","","","","","","","",""
"11605","20180129","666","-26","","","","","","","","",""
"11606","20180129","667","-1","","","","","","","","",""
"11607","20180129","668","-15","","","","","","","","",""
"11608","20180129","669","-62","","","","","","","","",""
"11609","20180129","670","-4","","","","","","","","",""
"11610","20180129","671","-7","","","","","","","","",""
"11611","20180129","672","-9","","","","","","","","",""
"11616","20180129","653","-523","","","","","","","","",""
"11617","20180129","653","-432","","","","","","","","",""
"11620","20180130","656","-6","","","","","","","","",""
"11625","20180130","651","-6","","","","","","","","",""
"11626","20180130","652","-6","","","","","","","","",""
"11629","20180131","654","-1","","","","","","","","",""
"11631","20180131","090","380","","","","","","","","",""
"11634","20180131","090","-380","","","","","","","","",""
"11637","20180131","090","380","","","","","","","","",""
"11638","20180131","0116","380","","","","","","","","",""
"11639","20180131","080","382","","","","","","","","",""
"11640","20180131","081","190","","","","","","","","",""
"11641","20180131","083","549","","","","","","","","",""
"11642","20180131","086","381","","","","","","","","",""
"11643","20180131","089","190","","","","","","","","",""
"11644","20180131","091","395","","","","","","","","",""
"11645","20180131","095","381","","","","","","","","",""
"11646","20180131","099","190","","","","","","","","",""
"11647","20180131","0104","381","","","","","","","","",""
"11648","20180131","0105","380","","","","","","","","",""
"11649","20180131","0103","190","","","","","","","","",""
"11650","20180131","087","190","","","","","","","","",""
"11651","20180131","0115","360","","","","","","","","",""
"11652","20180131","0100","190","","","","","","","","",""
"11653","20180131","0110","560","","","","","","","","",""
"11654","20180131","0114","381","","","","","","","","",""
"11655","20180131","0111","192","","","","","","","","",""
"11656","20180131","0113","172","","","","","","","","",""
"11657","20180131","402","380","","","","","","","","",""
"11658","20180131","403","380","","","","","","","","",""
"11659","20180131","404","380","","","","","","","","",""
"11660","20180131","410","191","","","","","","","","",""
"11661","20180131","413","380","","","","","","","","",""
"11662","20180131","419","381","","","","","","","","",""
"11663","20180131","421","380","","","","","","","","",""
"11664","20180131","401","382","","","","","","","","",""
"11665","20180131","408","190","","","","","","","","",""
"11666","20180131","409","190","","","","","","","","",""
"11667","20180131","411","190","","","","","","","","",""
"11668","20180131","422","380","","","","","","","","",""
"11669","20180131","424","380","","","","","","","","",""
"11670","20180131","423","190","","","","","","","","",""
"11671","20180131","034","-12","","","","","","","","",""
"11672","20180131","034","100","","","","","","","","",""
"11675","20180201","1207","500","","","","","","","","",""
"11677","20180201","E301","10","","","","","","","","",""
"11679","20180201","650","-6","","","","","","","","",""
"11680","20180201","651","-6","","","","","","","","",""
"11681","20180201","654","-6","","","","","","","","",""
"11682","20180201","656","-6","","","","","","","","",""
"11683","20180201","657","-6","","","","","","","","",""
"11684","20180201","659","-6","","","","","","","","",""
"11685","20180201","661","-6","","","","","","","","",""
"11687","20180201","651","-6","","","","","","","","",""
"11688","20180201","656","-6","","","","","","","","",""
"11689","20180201","672","-6","","","","","","","","",""
"11691","20180201","650","-24","","","","","","","","",""
"11692","20180201","651","-24","","","","","","","","",""
"11693","20180201","652","-12","","","","","","","","",""
"11694","20180201","653","-12","","","","","","","","",""
"11695","20180201","654","-12","","","","","","","","",""
"11696","20180201","655","-12","","","","","","","","",""
"11697","20180201","656","-12","","","","","","","","",""
"11698","20180201","659","-24","","","","","","","","",""
"11699","20180201","668","-12","","","","","","","","",""
"11700","20180201","669","-12","","","","","","","","",""
"11701","20180201","670","-12","","","","","","","","",""
"11702","20180201","671","-12","","","","","","","","",""
"11703","20180201","672","-12","","","","","","","","",""
"11705","20180205","656","-12","","","","","","","","",""
"11706","20180205","669","-6","","","","","","","","",""
"11708","20180205","659","-6","","","","","","","","",""
"11709","20180205","667","-6","","","","","","","","",""
"11710","20180205","672","-6","","","","","","","","",""
"11712","20180207","658","-6","","","","","","","","",""
"11713","20180207","667","-6","","","","","","","","",""
"11715","20180207","1905","200","","","","","","","","",""
"11717","20180207","650","-6","","","","","","","","",""
"11718","20180207","651","-6","","","","","","","","",""
"11719","20180207","663","-6","","","","","","","","",""
"11720","20180207","662","-6","","","","","","","","",""
"11721","20180207","650","-12","","","","","","","","",""
"11722","20180207","652","-12","","","","","","","","",""
"11723","20180207","657","-12","","","","","","","","",""
"11724","20180207","660","-12","","","","","","","","",""
"11725","20180207","661","-12","","","","","","","","",""
"11726","20180207","668","-12","","","","","","","","",""
"11728","20180208","656","-6","","","","","","","","",""
"11729","20180208","658","-6","","","","","","","","",""
"11730","20180208","650","-8","","","","","","","","",""
"11731","20180208","651","-4","","","","","","","","",""
"11732","20180208","654","-6","","","","","","","","",""
"11733","20180208","656","-6","","","","","","","","",""
"11734","20180208","660","-8","","","","","","","","",""
"11736","20180208","1200","500","","","","","","","","",""
"11738","20180209","1200","-12","","","","","","","","",""
"11741","20180214","652","-6","","","","","","","","",""
"11742","20180214","658","-6","","","","","","","","",""
"11743","20180214","660","-6","","","","","","","","",""
"11744","20180214","667","-6","","","","","","","","",""
"11745","20180214","670","-12","","","","","","","","",""
"11746","20180214","672","-6","","","","","","","","",""
"11748","20180226","652","-6","","","","","","","","",""
"11749","20180226","655","-6","","","","","","","","",""
"11750","20180226","664","-6","","","","","","","","",""
"11751","20180226","669","-6","","","","","","","","",""
"11752","20180226","671","-6","","","","","","","","",""
"11753","20180226","656","-6","","","","","","","","",""
"11754","20180226","662","-6","","","","","","","","",""
"11755","20180226","665","-6","","","","","","","","",""
"11756","20180226","672","-6","","","","","","","","",""
"11757","20180226","657","-6","","","","","","","","",""
"11759","20180226","651","-6","","","","","","","","",""
"11760","20180226","652","-6","","","","","","","","",""
"11761","20180226","656","-6","","","","","","","","",""
"11762","20180226","660","-6","","","","","","","","",""
"11763","20180226","662","-6","","","","","","","","",""
"11764","20180226","664","-6","","","","","","","","",""
"11765","20180226","666","-6","","","","","","","","",""
"11766","20180226","658","-6","","","","","","","","",""
"11767","20180226","659","-6","","","","","","","","",""
"11768","20180226","670","-6","","","","","","","","",""
"11769","20180226","651","-6","","","","","","","","",""
"11770","20180226","660","-6","","","","","","","","",""
"11771","20180226","663","-6","","","","","","","","",""
"11772","20180226","666","-6","","","","","","","","",""
"11773","20180226","671","-6","","","","","","","","",""
"11775","20180226","650","-12","","","","","","","","",""
"11776","20180226","653","-12","","","","","","","","",""
"11777","20180226","654","-12","","","","","","","","",""
"11778","20180226","655","-12","","","","","","","","",""
"11779","20180226","656","-6","","","","","","","","",""
"11780","20180226","658","-12","","","","","","","","",""
"11781","20180226","661","-12","","","","","","","","",""
"11782","20180226","672","-12","","","","","","","","",""
"11783","20180226","650","-12","","","","","","","","",""
"11784","20180226","651","-24","","","","","","","","",""
"11785","20180226","652","-24","","","","","","","","",""
"11786","20180226","654","-24","","","","","","","","",""
"11787","20180226","658","-24","","","","","","","","",""
"11788","20180226","659","-12","","","","","","","","",""
"11789","20180226","660","-12","","","","","","","","",""
"11790","20180226","662","-24","","","","","","","","",""
"11791","20180226","663","-24","","","","","","","","",""
"11792","20180226","665","-12","","","","","","","","",""
"11793","20180226","666","-12","","","","","","","","",""
"11795","20180227","650","-6","","","","","","","","",""
"11796","20180227","654","-6","","","","","","","","",""
"11797","20180227","656","-5","","","","","","","","",""
"11799","20180227","650","-6","","","","","","","","",""
"11800","20180227","653","-6","","","","","","","","",""
"11801","20180227","662","-6","","","","","","","","",""
"11803","20180302","650","-6","","","","","","","","",""
"11804","20180302","658","-6","","","","","","","","",""
"11805","20180302","662","-6","","","","","","","","",""
"11806","20180302","670","-6","","","","","","","","",""
"11807","20180302","650","-12","","","","","","","","",""
"11808","20180302","657","-12","","","","","","","","",""
"11809","20180302","664","-12","","","","","","","","",""
"11810","20180302","667","-12","","","","","","","","",""
"11811","20180302","670","-12","","","","","","","","",""
"11814","20180302","651","-6","","","","","","","","",""
"11815","20180302","659","-6","","","","","","","","",""
"11818","20180302","0103","3","","","","","","","","",""
"11819","20180302","081","-3","","","","","","","","",""
"11822","20180302","650","-6","","","","","","","","",""
"11823","20180302","651","-12","","","","","","","","",""
"11824","20180302","654","-6","","","","","","","","",""
"11825","20180302","664","-6","","","","","","","","",""
"11826","20180302","667","-6","","","","","","","","",""
"11828","20180302","650","-6","","","","","","","","",""
"11829","20180302","652","-6","","","","","","","","",""
"11830","20180302","653","-6","","","","","","","","",""
"11831","20180302","661","-6","","","","","","","","",""
"11832","20180302","663","-6","","","","","","","","",""
"11833","20180302","667","-6","","","","","","","","",""
"11834","20180302","669","-6","","","","","","","","",""
"11836","20180305","650","-24","","","","","","","","",""
"11837","20180305","652","-12","","","","","","","","",""
"11838","20180305","660","-12","","","","","","","","",""
"11839","20180305","662","-12","","","","","","","","",""
"11840","20180305","669","-12","","","","","","","","",""
"11841","20180305","671","-12","","","","","","","","",""
"11844","20180305","650","-12","","","","","","","","",""
"11845","20180305","670","-6","","","","","","","","",""
"11846","20180305","672","-6","","","","","","","","",""
"11848","20180306","650","-6","","","","","","","","",""
"11849","20180306","654","-6","","","","","","","","",""
"11850","20180306","655","-3","","","","","","","","",""
"11851","20180306","661","-6","","","","","","","","",""
"11852","20180306","663","-3","","","","","","","","",""
"11854","20180306","650","-6","","","","","","","","",""
"11855","20180306","653","-6","","","","","","","","",""
"11856","20180306","654","-6","","","","","","","","",""
"11857","20180306","659","-6","","","","","","","","",""
"11858","20180306","668","-6","","","","","","","","",""
"11859","20180306","672","-6","","","","","","","","",""
"11861","20180306","654","-6","","","","","","","","",""
"11862","20180306","657","-6","","","","","","","","",""
"11863","20180306","659","-6","","","","","","","","",""
"11864","20180306","665","-6","","","","","","","","",""
"11866","20180307","650","-6","","","","","","","","",""
"11867","20180307","654","-6","","","","","","","","",""
"11868","20180307","662","-6","","","","","","","","",""
"11869","20180307","664","-6","","","","","","","","",""
"11870","20180307","669","-6","","","","","","","","",""
"11871","20180307","670","-6","","","","","","","","",""
"11873","20180309","656","-2","","","","","","","","",""
"11875","20180309","651","-6","","","","","","","","",""
"11877","20180309","650","-6","","","","","","","","",""
"11878","20180309","663","-6","","","","","","","","",""
"11880","20180309","653","-6","","","","","","","","",""
"11881","20180309","666","-6","","","","","","","","",""
"11883","20180309","650","-12","","","","","","","","",""
"11884","20180309","654","-12","","","","","","","","",""
"11885","20180309","657","-12","","","","","","","","",""
"11886","20180309","658","-12","","","","","","","","",""
"11887","20180309","659","-12","","","","","","","","",""
"11888","20180309","661","-12","","","","","","","","",""
"11889","20180309","670","-12","","","","","","","","",""
"11890","20180309","672","-12","","","","","","","","",""
"11892","20180312","659","-6","","","","","","","","",""
"11893","20180312","661","-6","","","","","","","","",""
"11894","20180312","667","-6","","","","","","","","",""
"11896","20180312","651","-6","","","","","","","","",""
"11897","20180312","654","-6","","","","","","","","",""
"11900","20180313","650","-12","","","","","","","","",""
"11901","20180313","667","-6","","","","","","","","",""
"11903","20180313","652","-6","","","","","","","","",""
"11904","20180313","654","-6","","","","","","","","",""
"11912","20180315","651","-6","","","","","","","","",""
"11914","20180317","652","-6","","","","","","","","",""
"11916","20180317","657","-6","","","","","","","","",""
"11918","20180317","655","-6","","","","","","","","",""
