"REMNUM","PRODCOD","REMCAN","REMPRE","","","","","","","",""
"8600","J02","6","54","","","","","","","",""
"8600","S01","12","24.5","","","","","","","",""
"8600","S02","5","24.5","","","","","","","",""
"8600","S03","12","24.5","","","","","","","",""
"8600","S04","12","24.5","","","","","","","",""
"8600","S05","12","24.5","","","","","","","",""
"8600","S06","12","24.5","","","","","","","",""
"8600","S07","12","24.5","","","","","","","",""
"8601","650","6","73","","","","","","","",""
"8601","651","6","73","","","","","","","",""
"8601","652","6","73","","","","","","","",""
"8601","654","6","73","","","","","","","",""
"8601","657","6","73","","","","","","","",""
"8601","658","6","73","","","","","","","",""
"8601","659","6","73","","","","","","","",""
"8601","660","6","73","","","","","","","",""
"8601","661","6","73","","","","","","","",""
"8601","662","6","73","","","","","","","",""
"8601","663","6","73","","","","","","","",""
"8601","664","6","73","","","","","","","",""
"8601","665","6","73","","","","","","","",""
"8601","666","6","73","","","","","","","",""
"8601","667","6","73","","","","","","","",""
"8601","668","6","73","","","","","","","",""
"8601","669","6","73","","","","","","","",""
"8601","670","6","73","","","","","","","",""
"8601","671","6","73","","","","","","","",""
"8601","672","6","73","","","","","","","",""
"8601","673","6","73","","","","","","","",""
"8601","674","6","73","","","","","","","",""
"8601","675","6","73","","","","","","","",""
"8600","198","1","849.07","","","","","","","",""
"8600","199","1","1675.86","","","","","","","",""
"8602","650","12","67.55","","","","","","","",""
"8602","651","12","67.55","","","","","","","",""
"8602","653","12","67.55","","","","","","","",""
"8602","654","12","67.55","","","","","","","",""
"8602","655","12","67.55","","","","","","","",""
"8602","656","12","67.55","","","","","","","",""
"8602","657","12","67.55","","","","","","","",""
"8602","660","12","67.55","","","","","","","",""
"8602","663","12","67.55","","","","","","","",""
"8602","666","12","67.55","","","","","","","",""
"8602","674","12","67.55","","","","","","","",""
"8602","675","12","67.55","","","","","","","",""
"8603","033","1","145.47","","","","","","","",""
"8603","08","1","145.47","","","","","","","",""
"8603","105","2","59.9","","","","","","","",""
"8603","1208","1","76.99","","","","","","","",""
"8603","121","2","59.9","","","","","","","",""
"8603","1213","2","76.99","","","","","","","",""
"8603","1221","1","76.99","","","","","","","",""
"8603","1251","2","76.99","","","","","","","",""
"8603","1254","3","76.99","","","","","","","",""
"8603","16","2","145.47","","","","","","","",""
"8603","401","2","85.41","","","","","","","",""
"8603","419","2","85.41","","","","","","","",""
"8603","86","2","59.9","","","","","","","",""
"8603","99","2","59.9","","","","","","","",""
"8603","E09","5","19.97","","","","","","","",""
"8604","652","6","67.55","","","","","","","",""
"8604","667","6","67.55","","","","","","","",""
"8604","671","6","67.55","","","","","","","",""
"8605","0104","1","109.5","","","","","","","",""
"8605","0105","1","109.5","","","","","","","",""
"8605","0110","1","109.5","","","","","","","",""
"8605","0113","1","109.5","","","","","","","",""
"8605","0114","1","109.5","","","","","","","",""
"8605","0117","1","109.5","","","","","","","",""
"8605","02","1","186.5","","","","","","","",""
"8605","028","1","186.5","","","","","","","",""
"8605","029","1","186.5","","","","","","","",""
"8605","032","1","186.5","","","","","","","",""
"8605","034","1","186.5","","","","","","","",""
"8605","05","2","186.5","","","","","","","",""
"8605","105","1","76.8","","","","","","","",""
"8605","110","1","76.8","","","","","","","",""
"8605","116","1","76.8","","","","","","","",""
"8605","1201","1","98.7","","","","","","","",""
"8605","1202","1","98.7","","","","","","","",""
"8605","1206","2","98.73","","","","","","","",""
"8605","1207","1","98.7","","","","","","","",""
"8605","1208","1","98.7","","","","","","","",""
"8605","1212","1","98.7","","","","","","","",""
"8605","1216","1","98.7","","","","","","","",""
"8605","1220","1","98.7","","","","","","","",""
"8605","1222","1","98.7","","","","","","","",""
"8605","1225","1","98.7","","","","","","","",""
"8605","123","1","76.8","","","","","","","",""
"8605","1252","1","98.7","","","","","","","",""
"8605","1254","1","98.7","","","","","","","",""
"8605","1255","2","98.7","","","","","","","",""
"8605","192","1","76.8","","","","","","","",""
"8605","196","1","76.8","","","","","","","",""
"8605","197","1","76.8","","","","","","","",""
"8605","23","1","186.5","","","","","","","",""
"8605","27","1","186.5","","","","","","","",""
"8605","40","1","186.5","","","","","","","",""
"8605","410","1","109.5","","","","","","","",""
"8605","411","1","109.5","","","","","","","",""
"8605","412","1","109.5","","","","","","","",""
"8605","414","1","109.5","","","","","","","",""
"8605","415","1","109.5","","","","","","","",""
"8605","421","1","109.5","","","","","","","",""
"8605","422","1","109.5","","","","","","","",""
"8605","423","1","109.5","","","","","","","",""
"8605","45","1","186.5","","","","","","","",""
"8605","78","3","76.8","","","","","","","",""
"8605","82","1","76.8","","","","","","","",""
"8606","657","3","73","","","","","","","",""
"8606","658","3","73","","","","","","","",""
"8606","669","3","73","","","","","","","",""
"8607","110","1","59.9","","","","","","","",""
"8607","1206","5","76.99","","","","","","","",""
"8607","1212","2","76.99","","","","","","","",""
"8607","1221","1","76.99","","","","","","","",""
"8607","194","2","59.9","","","","","","","",""
"8607","2002","2","627.84","","","","","","","",""
"8607","2050","4","907.2","","","","","","","",""
"8607","402","1","85.41","","","","","","","",""
"8607","404","1","85.41","","","","","","","",""
"8607","413","1","85.41","","","","","","","",""
"8608","656","6","67.55","","","","","","","",""
"8608","658","6","67.55","","","","","","","",""
"8608","APARATO","4","220","","","","","","","",""
"8609","1201","1","98.7","","","","","","","",""
"8609","1203","1","98.7","","","","","","","",""
"8609","1208","1","98.7","","","","","","","",""
"8609","1210","1","98.7","","","","","","","",""
"8609","1212","1","98.7","","","","","","","",""
"8609","1213","1","98.7","","","","","","","",""
"8609","1250","1","98.7","","","","","","","",""
"8610","654","2","73","","","","","","","",""
"8610","657","2","73","","","","","","","",""
"8610","658","2","73","","","","","","","",""
"8610","659","2","73","","","","","","","",""
"8610","660","2","73","","","","","","","",""
"8610","661","2","73","","","","","","","",""
"8610","663","2","73","","","","","","","",""
"8610","666","2","73","","","","","","","",""
"8610","667","2","73","","","","","","","",""
"8610","669","2","73","","","","","","","",""
"8611","0104","1","109.5","","","","","","","",""
"8611","0105","1","109.5","","","","","","","",""
"8611","0110","1","109.5","","","","","","","",""
"8611","0114","1","109.5","","","","","","","",""
"8611","0115","1","109.5","","","","","","","",""
"8611","02","1","186.5","","","","","","","",""
"8611","020","1","186.5","","","","","","","",""
"8611","023","1","186.5","","","","","","","",""
"8611","032","1","186.5","","","","","","","",""
"8611","033","1","186.5","","","","","","","",""
"8611","080","1","109.5","","","","","","","",""
"8611","083","1","109.5","","","","","","","",""
"8611","086","1","109.5","","","","","","","",""
"8611","099","1","109.5","","","","","","","",""
"8611","10","1","186.5","","","","","","","",""
"8611","100","1","76.8","","","","","","","",""
"8611","102","1","76.8","","","","","","","",""
"8611","105","1","76.8","","","","","","","",""
"8611","114","1","76.8","","","","","","","",""
"8611","116","1","76.8","","","","","","","",""
"8611","118","1","76.8","","","","","","","",""
"8611","120","1","76.8","","","","","","","",""
"8611","1200","1","98.7","","","","","","","",""
"8611","121","1","76.8","","","","","","","",""
"8611","1210","1","98.7","","","","","","","",""
"8611","194","1","76.8","","","","","","","",""
"8611","196","1","76.8","","","","","","","",""
"8611","26","2","186.5","","","","","","","",""
"8611","407","2","109.5","","","","","","","",""
"8611","410","1","109.5","","","","","","","",""
"8611","413","1","109.5","","","","","","","",""
"8611","417","1","109.5","","","","","","","",""
"8611","422","1","109.5","","","","","","","",""
"8611","72","1","76.8","","","","","","","",""
"8611","76","1","76.8","","","","","","","",""
"8611","79","1","76.8","","","","","","","",""
"8611","97","1","76.8","","","","","","","",""
"8611","99","1","76.8","","","","","","","",""
"8611","E01","1","25.6","","","","","","","",""
"8611","E03","1","25.6","","","","","","","",""
"8611","E06","1","25.6","","","","","","","",""
"8611","E12","2","25.6","","","","","","","",""
"8611","E19","2","25.6","","","","","","","",""
"8611","E20","1","25.6","","","","","","","",""
"8611","S03","1","22.5","","","","","","","",""
"8611","S04","1","22.5","","","","","","","",""
"8611","S05","1","22.5","","","","","","","",""
"8612","650","1","73","","","","","","","",""
"8612","651","1","73","","","","","","","",""
"8612","654","1","73","","","","","","","",""
"8612","659","1","73","","","","","","","",""
"8612","668","1","73","","","","","","","",""
"8612","672","1","73","","","","","","","",""
"8613","0103","1","85.41","","","","","","","",""
"8613","081","1","85.41","","","","","","","",""
"8613","114","2","59.9","","","","","","","",""
"8613","1206","6","76.99","","","","","","","",""
"8613","1216","8","76.99","","","","","","","",""
"8613","1225","6","76.99","","","","","","","",""
"8613","1226","6","76.99","","","","","","","",""
"8613","1252","7","76.99","","","","","","","",""
"8613","1254","12","76.99","","","","","","","",""
"8613","1255","6","76.99","","","","","","","",""
"8613","191","2","59.9","","","","","","","",""
"8613","192","3","59.9","","","","","","","",""
"8613","194","3","59.9","","","","","","","",""
"8613","195","3","59.9","","","","","","","",""
"8613","2002","6","627.84","","","","","","","",""
"8613","40","2","145.47","","","","","","","",""
"8613","402","2","85.41","","","","","","","",""
"8613","E01","6","19.97","","","","","","","",""
"8613","E09","6","19.97","","","","","","","",""
"8613","E15","6","19.97","","","","","","","",""
"8613","E19","6","19.97","","","","","","","",""
"8613","LL","5","21.29","","","","","","","",""
"8613","LP","5","29.41","","","","","","","",""
"8614","0105","2","119.35","","","","","","","",""
"8614","0110","2","119.35","","","","","","","",""
"8614","0113","2","119.35","","","","","","","",""
"8614","050","4","75.75","","","","","","","",""
"8614","051","4","75.75","","","","","","","",""
"8614","080","2","119.35","","","","","","","",""
"8614","083","2","119.35","","","","","","","",""
"8614","087","2","119.35","","","","","","","",""
"8614","090","2","119.35","","","","","","","",""
"8614","091","2","119.35","","","","","","","",""
"8614","099","2","119.35","","","","","","","",""
"8614","1900","3","49.3","","","","","","","",""
"8614","1901","3","49.3","","","","","","","",""
"8614","1902","3","49.3","","","","","","","",""
"8614","1903","3","49.3","","","","","","","",""
"8614","1904","3","49.3","","","","","","","",""
"8614","1905","4","49.3","","","","","","","",""
"8614","401","2","119.35","","","","","","","",""
"8614","402","2","119.35","","","","","","","",""
"8614","403","2","119.35","","","","","","","",""
"8614","411","2","119.35","","","","","","","",""
"8614","413","2","119.35","","","","","","","",""
"8614","415","2","119.35","","","","","","","",""
"8614","416","2","119.35","","","","","","","",""
"8614","424","2","119.35","","","","","","","",""
"8614","425","2","119.35","","","","","","","",""
"8614","LL","3","29.8","","","","","","","",""
"8614","LP","6","41.1","","","","","","","",""
"8615","650","2","73","","","","","","","",""
"8615","651","2","73","","","","","","","",""
"8615","652","6","73","","","","","","","",""
"8615","653","2","73","","","","","","","",""
"8615","654","2","73","","","","","","","",""
"8615","655","2","73","","","","","","","",""
"8615","656","2","73","","","","","","","",""
"8615","657","2","73","","","","","","","",""
"8615","658","2","73","","","","","","","",""
"8615","659","2","73","","","","","","","",""
"8615","660","2","73","","","","","","","",""
"8615","661","2","73","","","","","","","",""
"8615","662","2","73","","","","","","","",""
"8615","663","2","73","","","","","","","",""
"8615","664","2","73","","","","","","","",""
"8615","665","2","73","","","","","","","",""
"8615","666","2","73","","","","","","","",""
"8615","667","2","73","","","","","","","",""
"8615","668","2","73","","","","","","","",""
"8615","669","2","73","","","","","","","",""
"8615","670","2","73","","","","","","","",""
"8615","671","2","73","","","","","","","",""
"8615","672","2","73","","","","","","","",""
"8615","673","2","73","","","","","","","",""
"8615","674","2","73","","","","","","","",""
"8615","675","2","73","","","","","","","",""
"8614","198","1","2155.29","","","","","","","",""
