"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"10744","404","1","175","","","","","","","",""
"10744","407","1","175","","","","","","","",""
"10744","413","2","175","","","","","","","",""
"10744","415","1","175","","","","","","","",""
"10744","419","2","175","","","","","","","",""
"10744","421","1","175","","","","","","","",""
"10744","422","1","175","","","","","","","",""
"10744","424","1","175","","","","","","","",""
"10744","655","1","99","","","","","","","",""
"10744","72","1","124","","","","","","","",""
"10744","E05","6","43","","","","","","","",""
"10745","100","4","135","","","","","","","",""
"10745","102","2","135","","","","","","","",""
"10745","114","4","135","","","","","","","",""
"10745","120","2","135","","","","","","","",""
"10745","121","4","135","","","","","","","",""
"10745","122","4","135","","","","","","","",""
"10745","1901","4","73","","","","","","","",""
"10745","1905","2","73","","","","","","","",""
"10745","2100","2","102","","","","","","","",""
"10745","2114","2","102","","","","","","","",""
"10745","2120","6","102","","","","","","","",""
"10745","2121","4","102","","","","","","","",""
"10745","2122","6","102","","","","","","","",""
"10745","2194","2","102","","","","","","","",""
"10745","2196","2","102","","","","","","","",""
"10745","282","4","102","","","","","","","",""
"10745","299","2","102","","","","","","","",""
"10745","91","4","135","","","","","","","",""
"10745","S04","2","36","","","","","","","",""
"10745","S07","2","36","","","","","","","",""
"10746","650","6","99","","","","","","","",""
"10746","654","4","99","","","","","","","",""
"10746","659","4","99","","","","","","","",""
"10746","669","4","99","","","","","","","",""
"10746","673","4","99","","","","","","","",""
"10746","APARATO","2","382","","","","","","","",""
"10745","200","1","488.79","","","","","","","",""
"10745","199","1","1360.25","","","","","","","",""
"10747","1206","2","154","","","","","","","",""
"10747","1213","2","154","","","","","","","",""
"10747","1215","2","154","","","","","","","",""
"10747","1250","2","154","","","","","","","",""
"10747","200","1","187.32","","","","","","","",""
"10747","E01","4","43","","","","","","","",""
"10747","E02","4","43","","","","","","","",""
"10747","E05","4","43","","","","","","","",""
"10747","E09","4","43","","","","","","","",""
"10747","E11","4","43","","","","","","","",""
"10747","E12","4","43","","","","","","","",""
"10747","E15","4","43","","","","","","","",""
"10747","E16","4","43","","","","","","","",""
"10747","E18","4","43","","","","","","","",""
"10747","E19","4","43","","","","","","","",""
"10747","E20","4","43","","","","","","","",""
"10748","0103","3","175","","","","","","","",""
"10748","0110","3","175","","","","","","","",""
"10748","0111","2","175","","","","","","","",""
"10748","0113","2","175","","","","","","","",""
"10748","0114","2","175","","","","","","","",""
"10748","020","1","300","","","","","","","",""
"10748","028","1","300","","","","","","","",""
"10748","029","2","300","","","","","","","",""
"10748","030","1","300","","","","","","","",""
"10748","080","2","175","","","","","","","",""
"10748","085","2","175","","","","","","","",""
"10748","086","2","175","","","","","","","",""
"10748","089","2","175","","","","","","","",""
"10748","092","2","175","","","","","","","",""
"10748","099","2","175","","","","","","","",""
"10748","102","3","117.8","","","","","","","",""
"10748","110","2","117.8","","","","","","","",""
"10748","114","3","117.8","","","","","","","",""
"10748","1203","2","146.3","","","","","","","",""
"10748","1204","2","146.3","","","","","","","",""
"10748","1205","3","146.3","","","","","","","",""
"10748","1213","1","146.3","","","","","","","",""
"10748","1215","2","146.3","","","","","","","",""
"10748","122","2","117.8","","","","","","","",""
"10748","1220","3","146.3","","","","","","","",""
"10748","1222","2","146.3","","","","","","","",""
"10748","123","2","117.8","","","","","","","",""
"10748","1251","3","146.3","","","","","","","",""
"10748","1252","3","146.3","","","","","","","",""
"10748","1253","2","146.3","","","","","","","",""
"10748","1254","2","146.3","","","","","","","",""
"10748","16","3","300","","","","","","","",""
"10748","1953","2","87","","","","","","","",""
"10748","196","2","117.8","","","","","","","",""
"10748","2002","1","1104","","","","","","","",""
"10748","21","1","300","","","","","","","",""
"10748","25","1","300","","","","","","","",""
"10748","301","2","79","","","","","","","",""
"10748","40","1","300","","","","","","","",""
"10748","401","3","175","","","","","","","",""
"10748","404","3","175","","","","","","","",""
"10748","415","3","175","","","","","","","",""
"10748","416","3","175","","","","","","","",""
"10748","422","3","175","","","","","","","",""
"10748","425","2","175","","","","","","","",""
"10748","46","1","300","","","","","","","",""
"10748","600","1","125","","","","","","","",""
"10748","601","2","125","","","","","","","",""
"10748","72","2","117.8","","","","","","","",""
"10748","75","2","117.8","","","","","","","",""
"10748","78","2","117.8","","","","","","","",""
"10748","79","2","117.8","","","","","","","",""
"10748","82","2","117.8","","","","","","","",""
"10748","E05","70","43","","","","","","","",""
"10748","ER50","10","43","","","","","","","",""
"10748","ER55","10","43","","","","","","","",""
"10748","ER59","10","43","","","","","","","",""
"10748","J02","8","80","","","","","","","",""
"10748","S05","20","33","","","","","","","",""
"10749","650","3","99","","","","","","","",""
"10749","653","3","99","","","","","","","",""
"10749","654","6","99","","","","","","","",""
"10749","658","6","99","","","","","","","",""
"10749","659","3","99","","","","","","","",""
"10749","660","3","99","","","","","","","",""
"10749","661","3","99","","","","","","","",""
"10749","666","3","99","","","","","","","",""
"10749","667","3","99","","","","","","","",""
"10749","668","3","99","","","","","","","",""
"10749","672","6","99","","","","","","","",""
"10750","2002","1","993.6","","","","","","","",""
"10750","2050","1","1235.8","","","","","","","",""
"10751","0100","2","175","","","","","","","",""
"10751","0103","2","175","","","","","","","",""
"10751","0104","2","175","","","","","","","",""
"10751","0105","4","175","","","","","","","",""
"10751","0110","4","175","","","","","","","",""
"10751","0111","2","175","","","","","","","",""
"10751","0112","2","175","","","","","","","",""
"10751","0113","3","175","","","","","","","",""
"10751","0114","2","175","","","","","","","",""
"10751","0115","2","175","","","","","","","",""
"10751","0117","2","175","","","","","","","",""
"10751","080","3","175","","","","","","","",""
"10751","081","2","175","","","","","","","",""
"10751","083","2","175","","","","","","","",""
"10751","086","2","175","","","","","","","",""
"10751","089","2","175","","","","","","","",""
"10751","090","2","175","","","","","","","",""
"10751","091","2","175","","","","","","","",""
"10751","095","2","175","","","","","","","",""
"10751","401","2","175","","","","","","","",""
"10751","402","4","175","","","","","","","",""
"10751","403","4","175","","","","","","","",""
"10751","404","2","175","","","","","","","",""
"10751","407","2","175","","","","","","","",""
"10751","408","2","175","","","","","","","",""
"10751","410","4","175","","","","","","","",""
"10751","411","2","175","","","","","","","",""
"10751","412","4","175","","","","","","","",""
"10751","413","4","175","","","","","","","",""
"10751","414","2","175","","","","","","","",""
"10751","415","4","175","","","","","","","",""
"10751","416","4","175","","","","","","","",""
"10751","419","2","175","","","","","","","",""
"10751","421","2","175","","","","","","","",""
"10751","422","2","175","","","","","","","",""
"10751","423","4","175","","","","","","","",""
"10751","424","2","175","","","","","","","",""
"10751","425","2","175","","","","","","","",""
"10751","E01","8","43","","","","","","","",""
"10751","E02","8","43","","","","","","","",""
"10751","E03","8","43","","","","","","","",""
"10751","E04","8","43","","","","","","","",""
"10751","E05","8","43","","","","","","","",""
"10751","E06","8","43","","","","","","","",""
"10751","E07","8","43","","","","","","","",""
"10751","E08","12","43","","","","","","","",""
"10751","E09","10","43","","","","","","","",""
"10751","E10","8","43","","","","","","","",""
"10751","E11","8","43","","","","","","","",""
"10751","E12","12","43","","","","","","","",""
"10751","E13","4","43","","","","","","","",""
"10751","E15","12","43","","","","","","","",""
"10751","E16","8","43","","","","","","","",""
"10751","E17","8","43","","","","","","","",""
"10751","E18","8","43","","","","","","","",""
"10751","E19","8","43","","","","","","","",""
"10751","E20","8","43","","","","","","","",""
"10751","S01","6","33","","","","","","","",""
"10751","S02","4","33","","","","","","","",""
"10751","S03","4","33","","","","","","","",""
"10751","S04","4","33","","","","","","","",""
"10751","S05","4","33","","","","","","","",""
"10751","S06","4","33","","","","","","","",""
"10751","S07","6","33","","","","","","","",""
"10752","650","12","99","","","","","","","",""
"10752","651","6","99","","","","","","","",""
"10752","652","6","99","","","","","","","",""
"10752","653","6","99","","","","","","","",""
"10752","654","6","99","","","","","","","",""
"10752","655","12","99","","","","","","","",""
"10752","658","6","99","","","","","","","",""
"10752","659","12","99","","","","","","","",""
"10752","660","12","99","","","","","","","",""
"10752","661","6","99","","","","","","","",""
"10752","663","12","99","","","","","","","",""
"10752","664","6","99","","","","","","","",""
"10752","665","6","99","","","","","","","",""
"10752","666","6","99","","","","","","","",""
"10752","667","6","99","","","","","","","",""
"10752","668","6","99","","","","","","","",""
"10752","669","12","99","","","","","","","",""
"10752","670","6","99","","","","","","","",""
"10752","671","6","99","","","","","","","",""
"10752","672","12","99","","","","","","","",""
"10752","673","6","99","","","","","","","",""
"10752","675","6","99","","","","","","","",""
"10751","200","1","1594.95","","","","","","","",""
"10753","310","6","73","","","","","","","",""
"10753","312","6","73","","","","","","","",""
"10753","600","6","125","","","","","","","",""
"10753","601","6","125","","","","","","","",""
"10753","E01","6","43","","","","","","","",""
"10753","E02","6","43","","","","","","","",""
"10753","E03","6","43","","","","","","","",""
"10753","E04","6","43","","","","","","","",""
"10753","E05","6","43","","","","","","","",""
"10753","E08","6","43","","","","","","","",""
"10753","LL","4","43","","","","","","","",""
"10753","LP","2","63","","","","","","","",""
"10753","SC","3","64","","","","","","","",""
"10753","SL","3","64","","","","","","","",""
"10753","200","1","316.05","","","","","","","",""
"10754","655","6","93.63","","","","","","","",""
"10754","659","6","93.63","","","","","","","",""
"10754","668","6","93.63","","","","","","","",""
"10754","672","6","93.63","","","","","","","",""
"10755","0104","2","136.5","","","","","","","",""
"10755","0110","2","136.5","","","","","","","",""
"10755","0113","2","136.5","","","","","","","",""
"10755","029","1","247.93","","","","","","","",""
"10755","05","1","247.93","","","","","","","",""
"10755","085","1","136.5","","","","","","","",""
"10755","089","1","136.5","","","","","","","",""
"10755","116","1","96.72","","","","","","","",""
"10755","1204","8","120.12","","","","","","","",""
"10755","1213","8","120.12","","","","","","","",""
"10755","1220","10","120.12","","","","","","","",""
"10755","125","1","96.72","","","","","","","",""
"10755","126","2","96.72","","","","","","","",""
"10755","19","1","247.93","","","","","","","",""
"10755","191","2","96.72","","","","","","","",""
"10755","192","2","96.72","","","","","","","",""
"10755","194","2","96.72","","","","","","","",""
"10755","2002","12","993.6","","","","","","","",""
"10755","2050","2","1235.8","","","","","","","",""
"10755","402","1","136.5","","","","","","","",""
"10755","408","2","136.5","","","","","","","",""
"10755","414","1","136.5","","","","","","","",""
"10755","72","2","96.72","","","","","","","",""
"10755","78","1","96.72","","","","","","","",""
"10755","79","1","96.72","","","","","","","",""
"10755","97","1","96.72","","","","","","","",""
"10755","99","2","96.72","","","","","","","",""
"10755","E01","5","33.54","","","","","","","",""
"10755","E12","5","33.54","","","","","","","",""
"10756","650","12","93.63","","","","","","","",""
"10756","651","12","93.63","","","","","","","",""
"10756","654","12","93.63","","","","","","","",""
"10756","655","12","93.63","","","","","","","",""
"10756","660","12","93.63","","","","","","","",""
"10756","663","12","93.63","","","","","","","",""
"10756","666","12","93.63","","","","","","","",""
"10756","673","12","93.63","","","","","","","",""
"10755","26","1","247.93","","","","","","","",""
"10757","083","1","175","","","","","","","",""
"10757","100","2","124","","","","","","","",""
"10757","101","1","124","","","","","","","",""
"10757","102","3","124","","","","","","","",""
"10757","103","1","124","","","","","","","",""
"10757","104","2","124","","","","","","","",""
"10757","105","3","124","","","","","","","",""
"10757","108","2","124","","","","","","","",""
"10757","110","2","124","","","","","","","",""
"10757","111","1","124","","","","","","","",""
"10757","112","1","124","","","","","","","",""
"10757","114","3","124","","","","","","","",""
"10757","117","3","124","","","","","","","",""
"10757","118","2","124","","","","","","","",""
"10757","120","2","124","","","","","","","",""
"10757","1200","2","154","","","","","","","",""
"10757","1201","1","154","","","","","","","",""
"10757","1202","1","154","","","","","","","",""
"10757","1203","2","154","","","","","","","",""
"10757","1204","1","154","","","","","","","",""
"10757","1206","3","154","","","","","","","",""
"10757","1207","2","154","","","","","","","",""
"10757","1208","2","154","","","","","","","",""
"10757","121","2","124","","","","","","","",""
"10757","1210","2","154","","","","","","","",""
"10757","1212","2","154","","","","","","","",""
"10757","1213","2","154","","","","","","","",""
"10757","1215","1","154","","","","","","","",""
"10757","1216","2","154","","","","","","","",""
"10757","1218","2","154","","","","","","","",""
"10757","1219","2","154","","","","","","","",""
"10757","122","2","124","","","","","","","",""
"10757","1220","2","154","","","","","","","",""
"10757","1221","2","154","","","","","","","",""
"10757","1222","2","154","","","","","","","",""
"10757","1224","2","154","","","","","","","",""
"10757","1226","2","154","","","","","","","",""
"10757","123","3","124","","","","","","","",""
"10757","124","1","124","","","","","","","",""
"10757","125","5","124","","","","","","","",""
"10757","1250","2","154","","","","","","","",""
"10757","1251","2","154","","","","","","","",""
"10757","1252","2","154","","","","","","","",""
"10757","1253","2","154","","","","","","","",""
"10757","1254","2","154","","","","","","","",""
"10757","1255","2","154","","","","","","","",""
"10757","126","1","124","","","","","","","",""
"10757","190","1","124","","","","","","","",""
"10757","191","1","124","","","","","","","",""
"10757","192","2","124","","","","","","","",""
"10757","193","1","124","","","","","","","",""
"10757","194","2","124","","","","","","","",""
"10757","195","2","124","","","","","","","",""
"10757","197","1","124","","","","","","","",""
"10757","72","1","124","","","","","","","",""
"10757","74","3","124","","","","","","","",""
"10757","75","2","124","","","","","","","",""
"10757","76","2","124","","","","","","","",""
"10757","78","2","124","","","","","","","",""
"10757","79","2","124","","","","","","","",""
"10757","82","3","124","","","","","","","",""
"10757","91","1","124","","","","","","","",""
"10757","99","2","124","","","","","","","",""
"10757","J01","2","80","","","","","","","",""
"10757","J02","3","80","","","","","","","",""
"10757","J03","2","80","","","","","","","",""
"10757","J05","2","80","","","","","","","",""
"10757","J06","2","80","","","","","","","",""
"10757","J07","2","80","","","","","","","",""
"10757","S03","1","33","","","","","","","",""
"10757","S04","1","33","","","","","","","",""
"10757","S05","2","33","","","","","","","",""
"10758","650","2","99","","","","","","","",""
"10758","651","2","99","","","","","","","",""
"10758","653","1","99","","","","","","","",""
"10758","654","2","99","","","","","","","",""
"10758","658","1","99","","","","","","","",""
"10758","659","2","99","","","","","","","",""
"10758","663","2","99","","","","","","","",""
"10758","664","1","99","","","","","","","",""
"10758","665","2","99","","","","","","","",""
"10758","666","1","99","","","","","","","",""
"10758","667","1","99","","","","","","","",""
"10758","668","2","99","","","","","","","",""
"10758","669","1","99","","","","","","","",""
"10758","670","1","99","","","","","","","",""
"10758","672","2","99","","","","","","","",""
"10759","04","1","247.93","","","","","","","",""
"10759","112","1","96.72","","","","","","","",""
"10759","114","1","96.72","","","","","","","",""
"10759","118","2","96.72","","","","","","","",""
"10759","1204","2","120.12","","","","","","","",""
"10759","1206","2","120.12","","","","","","","",""
"10759","1224","2","120.12","","","","","","","",""
"10759","1254","2","120.12","","","","","","","",""
"10759","2002","4","993.6","","","","","","","",""
"10759","3001","10","51.48","","","","","","","",""
"10759","E06","15","33.54","","","","","","","",""
"10760","650","6","93.63","","","","","","","",""
"10760","663","6","93.63","","","","","","","",""
"10760","669","6","93.63","","","","","","","",""
"10761","0103","3","175","","","","","","","",""
"10761","0104","3","175","","","","","","","",""
"10761","0105","3","175","","","","","","","",""
"10761","0110","3","175","","","","","","","",""
"10761","0111","3","175","","","","","","","",""
"10761","0112","1","175","","","","","","","",""
"10761","0113","3","175","","","","","","","",""
"10761","0114","3","175","","","","","","","",""
"10761","0115","3","175","","","","","","","",""
"10761","0117","1","175","","","","","","","",""
"10761","083","4","175","","","","","","","",""
"10761","085","2","175","","","","","","","",""
"10761","086","4","175","","","","","","","",""
"10761","090","3","175","","","","","","","",""
"10761","091","4","175","","","","","","","",""
"10761","099","3","175","","","","","","","",""
"10761","401","4","175","","","","","","","",""
"10761","402","4","175","","","","","","","",""
"10761","403","4","175","","","","","","","",""
"10761","404","4","175","","","","","","","",""
"10761","413","4","175","","","","","","","",""
"10761","415","1","175","","","","","","","",""
"10761","416","1","175","","","","","","","",""
"10761","419","4","175","","","","","","","",""
"10761","421","4","175","","","","","","","",""
"10761","422","2","175","","","","","","","",""
"10761","423","4","175","","","","","","","",""
"10761","424","2","175","","","","","","","",""
"10761","425","4","175","","","","","","","",""
"10761","200","1","808.5","","","","","","","",""
"10762","102","8","109.12","","","","","","","",""
"10762","104","8","109.12","","","","","","","",""
"10762","118","8","109.12","","","","","","","",""
"10762","195","8","109.12","","","","","","","",""
"10762","74","8","109.12","","","","","","","",""
"10762","76","8","109.12","","","","","","","",""
"10762","82","8","109.12","","","","","","","",""
"10762","99","8","109.12","","","","","","","",""
"10763","650","6","93.06","","","","","","","",""
"10763","651","6","93.06","","","","","","","",""
"10763","654","6","93.06","","","","","","","",""
"10763","661","6","93.06","","","","","","","",""
"10763","APARATO","6","359.06","","","","","","","",""
"10764","1200","1","120.12","","","","","","","",""
"10764","1206","2","120.12","","","","","","","",""
"10764","1208","1","120.12","","","","","","","",""
"10764","1254","4","120.12","","","","","","","",""
"10764","2002","1","993.6","","","","","","","",""
"10764","E10","10","33.54","","","","","","","",""
"10765","0100","2","175","","","","","","","",""
"10765","0103","2","175","","","","","","","",""
"10765","0104","2","175","","","","","","","",""
"10765","0105","2","175","","","","","","","",""
"10765","0110","2","175","","","","","","","",""
"10765","0111","2","175","","","","","","","",""
"10765","0113","2","175","","","","","","","",""
"10765","0115","2","175","","","","","","","",""
"10765","080","2","175","","","","","","","",""
"10765","081","1","175","","","","","","","",""
"10765","083","3","175","","","","","","","",""
"10765","085","3","175","","","","","","","",""
"10765","086","1","175","","","","","","","",""
"10765","089","1","175","","","","","","","",""
"10765","091","1","175","","","","","","","",""
"10765","092","2","175","","","","","","","",""
"10765","095","2","175","","","","","","","",""
"10765","099","2","175","","","","","","","",""
"10765","401","2","175","","","","","","","",""
"10765","402","2","175","","","","","","","",""
"10765","409","2","175","","","","","","","",""
"10765","413","3","175","","","","","","","",""
"10765","414","2","175","","","","","","","",""
"10765","419","2","175","","","","","","","",""
"10765","421","2","175","","","","","","","",""
"10765","422","2","175","","","","","","","",""
"10766","650","2","99","","","","","","","",""
"10766","651","1","99","","","","","","","",""
"10766","653","2","99","","","","","","","",""
"10766","654","2","99","","","","","","","",""
"10766","658","2","99","","","","","","","",""
"10766","659","2","99","","","","","","","",""
"10766","660","2","99","","","","","","","",""
"10766","663","2","99","","","","","","","",""
"10766","664","2","99","","","","","","","",""
"10766","668","2","99","","","","","","","",""
"10766","671","2","99","","","","","","","",""
"10766","673","2","99","","","","","","","",""
"10766","675","2","99","","","","","","","",""
"10767","021","2","300","","","","","","","",""
"10767","022","2","300","","","","","","","",""
"10767","029","2","300","","","","","","","",""
"10767","04","2","300","","","","","","","",""
"10767","05","4","300","","","","","","","",""
"10767","16","2","300","","","","","","","",""
"10767","200","1","1260","","","","","","","",""
"10767","21","2","300","","","","","","","",""
"10767","45","2","300","","","","","","","",""
"10767","47","2","300","","","","","","","",""
"10768","2002","7","1380","","","","","","","",""
"10769","669","6","99","","","","","","","",""
"10770","E05","135","43","","","","","","","",""
"10771","658","12","93.63","","","","","","","",""
"10772","0115","1","136.5","","","","","","","",""
"10772","022","1","247.93","","","","","","","",""
"10772","081","2","136.5","","","","","","","",""
"10772","083","1","136.5","","","","","","","",""
"10772","105","1","96.72","","","","","","","",""
"10772","1204","1","120.12","","","","","","","",""
"10772","1212","3","120.12","","","","","","","",""
"10772","1251","1","120.12","","","","","","","",""
"10772","1252","1","120.12","","","","","","","",""
"10772","126","2","96.72","","","","","","","",""
"10772","197","2","96.72","","","","","","","",""
"10773","658","6","93.63","","","","","","","",""
"10773","675","6","93.63","","","","","","","",""
"10774","0113","2","136.5","","","","","","","",""
"10774","0115","2","136.5","","","","","","","",""
"10774","081","1","136.5","","","","","","","",""
"10774","089","2","136.5","","","","","","","",""
"10774","1206","3","120.12","","","","","","","",""
"10774","1216","2","120.12","","","","","","","",""
"10774","1220","2","120.12","","","","","","","",""
"10774","1224","1","120.12","","","","","","","",""
"10774","123","1","96.72","","","","","","","",""
"10774","1252","1","120.12","","","","","","","",""
"10774","1255","2","120.12","","","","","","","",""
"10774","194","3","96.72","","","","","","","",""
"10774","2002","2","993.6","","","","","","","",""
"10774","82","2","96.72","","","","","","","",""
"10775","0100","2","175","","","","","","","",""
"10775","0104","2","175","","","","","","","",""
"10775","0105","2","175","","","","","","","",""
"10775","080","2","175","","","","","","","",""
"10775","081","2","175","","","","","","","",""
"10775","083","2","175","","","","","","","",""
"10775","085","2","175","","","","","","","",""
"10775","086","2","175","","","","","","","",""
"10775","091","2","175","","","","","","","",""
"10775","092","2","175","","","","","","","",""
"10775","095","2","175","","","","","","","",""
"10775","098","2","175","","","","","","","",""
"10775","099","2","175","","","","","","","",""
"10775","401","2","175","","","","","","","",""
"10775","200","1","330.75","","","","","","","",""
"10776","1204","2","120.12","","","","","","","",""
"10776","1206","2","120.12","","","","","","","",""
"10776","1208","3","120.12","","","","","","","",""
"10776","1215","2","120.12","","","","","","","",""
"10776","1220","2","120.12","","","","","","","",""
"10776","1224","2","120.12","","","","","","","",""
"10776","2002","3","993.6","","","","","","","",""
"10777","651","6","93.63","","","","","","","",""
"10777","652","6","93.63","","","","","","","",""
"10777","654","6","93.63","","","","","","","",""
"10777","659","6","93.63","","","","","","","",""
"10777","671","6","93.63","","","","","","","",""
"10777","672","6","93.63","","","","","","","",""
"10778","0110","1","136.5","","","","","","","",""
"10778","0111","2","136.5","","","","","","","",""
"10778","091","1","136.5","","","","","","","",""
"10778","116","2","96.72","","","","","","","",""
"10778","118","2","96.72","","","","","","","",""
"10778","1204","1","120.12","","","","","","","",""
"10778","1215","1","120.12","","","","","","","",""
"10778","1216","2","120.12","","","","","","","",""
"10778","1220","3","120.12","","","","","","","",""
"10778","1222","2","120.12","","","","","","","",""
"10778","1254","4","120.12","","","","","","","",""
"10778","194","5","96.72","","","","","","","",""
"10778","2002","4","993.6","","","","","","","",""
"10778","2050","2","1235.8","","","","","","","",""
"10778","404","2","136.5","","","","","","","",""
"10778","72","3","96.72","","","","","","","",""
"10778","74","1","96.72","","","","","","","",""
"10778","78","2","96.72","","","","","","","",""
"10778","86","1","96.72","","","","","","","",""
"10778","E05","10","33.54","","","","","","","",""
"10779","651","6","93.63","","","","","","","",""
"10779","654","6","93.63","","","","","","","",""
"10779","659","6","93.63","","","","","","","",""
"10779","667","6","93.63","","","","","","","",""
"10780","101","24","124","","","","","","","",""
"10780","114","24","124","","","","","","","",""
"10780","1207","24","154","","","","","","","",""
"10780","1221","24","154","","","","","","","",""
"10780","1224","24","154","","","","","","","",""
"10780","1252","24","154","","","","","","","",""
"10780","1254","24","154","","","","","","","",""
"10780","194","24","124","","","","","","","",""
"10780","196","24","124","","","","","","","",""
"10780","72","24","124","","","","","","","",""
"10780","74","24","124","","","","","","","",""
"10780","75","24","124","","","","","","","",""
"10780","78","24","124","","","","","","","",""
"10780","82","24","124","","","","","","","",""
"10780","E01","24","43","","","","","","","",""
"10780","E02","24","43","","","","","","","",""
"10780","E03","24","43","","","","","","","",""
"10780","E04","24","43","","","","","","","",""
"10780","E05","24","43","","","","","","","",""
"10780","E06","24","43","","","","","","","",""
"10780","E07","24","43","","","","","","","",""
"10780","E08","24","43","","","","","","","",""
"10780","E09","24","43","","","","","","","",""
"10780","E10","24","43","","","","","","","",""
"10780","E11","24","43","","","","","","","",""
"10780","E12","24","43","","","","","","","",""
"10780","E13","24","43","","","","","","","",""
"10780","E15","24","43","","","","","","","",""
"10780","E16","24","43","","","","","","","",""
"10780","E17","24","43","","","","","","","",""
"10780","E18","24","43","","","","","","","",""
"10780","E19","24","43","","","","","","","",""
"10780","E20","24","43","","","","","","","",""
"10781","650","24","99","","","","","","","",""
"10781","651","24","99","","","","","","","",""
"10781","652","24","99","","","","","","","",""
"10781","653","24","99","","","","","","","",""
"10781","654","24","99","","","","","","","",""
"10781","663","24","99","","","","","","","",""
"10781","673","24","99","","","","","","","",""
"10781","675","24","99","","","","","","","",""
"10782","1201","1","154","","","","","","","",""
"10782","1203","1","154","","","","","","","",""
"10782","1208","1","154","","","","","","","",""
"10782","1212","1","154","","","","","","","",""
"10782","1213","1","154","","","","","","","",""
"10782","1215","1","154","","","","","","","",""
"10782","1219","1","154","","","","","","","",""
"10782","1220","1","154","","","","","","","",""
"10782","1221","1","154","","","","","","","",""
"10782","1222","1","154","","","","","","","",""
"10782","1250","1","154","","","","","","","",""
"10782","1252","1","154","","","","","","","",""
"10782","1253","1","154","","","","","","","",""
"10782","1255","1","154","","","","","","","",""
"10782","2104","1","93.3","","","","","","","",""
"10782","2111","1","93.3","","","","","","","",""
"10782","2114","1","93.3","","","","","","","",""
"10782","2120","1","93.3","","","","","","","",""
"10782","2122","1","93.3","","","","","","","",""
"10782","2190","1","93.3","","","","","","","",""
"10782","2193","1","93.3","","","","","","","",""
"10782","2196","1","93.3","","","","","","","",""
"10782","272","1","93.3","","","","","","","",""
"10782","278","1","93.3","","","","","","","",""
"10782","279","1","93.3","","","","","","","",""
"10782","299","1","93.3","","","","","","","",""
"10782","E06","3","43","","","","","","","",""
"10782","S01","1","33","","","","","","","",""
"10782","S03","1","33","","","","","","","",""
"10782","S04","1","33","","","","","","","",""
"10782","S05","1","33","","","","","","","",""
"10783","652","2","99","","","","","","","",""
"10783","660","2","99","","","","","","","",""
"10783","661","2","99","","","","","","","",""
"10783","665","1","99","","","","","","","",""
"10783","666","2","99","","","","","","","",""
"10783","667","1","99","","","","","","","",""
"10783","669","1","99","","","","","","","",""
"10783","672","1","99","","","","","","","",""
"10783","APARATO","1","382","","","","","","","",""
"10781","APARATO","10","382","","","","","","","",""
"10784","100","5","124","","","","","","","",""
"10784","101","5","124","","","","","","","",""
"10784","114","5","124","","","","","","","",""
"10784","117","5","124","","","","","","","",""
"10784","118","5","124","","","","","","","",""
"10784","192","5","124","","","","","","","",""
"10784","194","5","124","","","","","","","",""
"10784","196","5","124","","","","","","","",""
"10784","74","5","124","","","","","","","",""
"10784","82","5","124","","","","","","","",""
"10785","650","6","99","","","","","","","",""
"10785","652","6","99","","","","","","","",""
"10785","661","6","99","","","","","","","",""
"10785","665","6","99","","","","","","","",""
"10785","669","6","99","","","","","","","",""
"10785","675","6","99","","","","","","","",""
"10786","100","2","124","","","","","","","",""
"10786","101","2","124","","","","","","","",""
"10786","111","2","124","","","","","","","",""
"10786","114","2","124","","","","","","","",""
"10786","118","2","124","","","","","","","",""
"10786","120","2","124","","","","","","","",""
"10786","121","2","124","","","","","","","",""
"10786","122","2","124","","","","","","","",""
"10786","403","1","175","","","","","","","",""
"10786","404","1","175","","","","","","","",""
"10786","407","1","175","","","","","","","",""
"10786","410","1","175","","","","","","","",""
"10786","413","1","175","","","","","","","",""
"10786","415","1","175","","","","","","","",""
"10786","75","2","124","","","","","","","",""
"10786","78","2","124","","","","","","","",""
"10786","79","2","124","","","","","","","",""
"10786","LL","3","43","","","","","","","",""
"10787","650","2","99","","","","","","","",""
"10787","651","2","99","","","","","","","",""
"10787","652","2","99","","","","","","","",""
"10787","653","2","99","","","","","","","",""
"10787","654","2","99","","","","","","","",""
"10787","655","2","99","","","","","","","",""
"10787","659","2","99","","","","","","","",""
"10787","663","4","99","","","","","","","",""
"10787","667","2","99","","","","","","","",""
"10787","668","2","99","","","","","","","",""
"10787","669","2","99","","","","","","","",""
"10787","670","2","99","","","","","","","",""
"10787","672","2","99","","","","","","","",""
"10787","673","2","99","","","","","","","",""
"10787","200","1","623.7","","","","","","","",""
"10786","200","1","820.47","","","","","","","",""
"10788","1201","2","154","","","","","","","",""
"10788","1205","1","154","","","","","","","",""
"10788","1206","2","154","","","","","","","",""
"10788","1216","2","154","","","","","","","",""
"10788","1221","2","154","","","","","","","",""
"10788","1254","2","154","","","","","","","",""
"10788","2101","2","93.3","","","","","","","",""
"10788","2192","1","93.3","","","","","","","",""
"10788","278","2","93.3","","","","","","","",""
"10788","297","1","93.3","","","","","","","",""
"10789","650","2","99","","","","","","","",""
"10789","652","2","99","","","","","","","",""
"10789","654","2","99","","","","","","","",""
"10789","656","2","99","","","","","","","",""
