"PAGNUM","REMNUM","","","","","","","",""
"6696","10124","","","","","","","",""
"6696","10135","","","","","","","",""
"6696","10136","","","","","","","",""
"6696","10159","","","","","","","",""
"6696","10165","","","","","","","",""
"6696","10166","","","","","","","",""
"6696","10170","","","","","","","",""
"6696","10171","","","","","","","",""
"6696","10178","","","","","","","",""
"6696","10179","","","","","","","",""
"6696","10199","","","","","","","",""
"6696","10200","","","","","","","",""
"6696","10201","","","","","","","",""
"6696","10220","","","","","","","",""
"6696","10221","","","","","","","",""
"6696","10235","","","","","","","",""
"6696","10236","","","","","","","",""
"6696","10244","","","","","","","",""
"6696","10245","","","","","","","",""
"6697","10238","","","","","","","",""
"6698","10071","","","","","","","",""
"6698","10072","","","","","","","",""
"6698","10097","","","","","","","",""
"6698","10098","","","","","","","",""
"6698","10152","","","","","","","",""
"6698","10153","","","","","","","",""
"6698","10187","","","","","","","",""
"6698","10233","","","","","","","",""
"6698","10234","","","","","","","",""
"6698","10253","","","","","","","",""
"6699","10186","","","","","","","",""
"6700","9892","","","","","","","",""
"6701","10209","","","","","","","",""
"6701","10210","","","","","","","",""
"6701","10265","","","","","","","",""
"6702","9645","","","","","","","",""
"6703","9737","","","","","","","",""
"6704","9269","","","","","","","",""
"6705","9760","","","","","","","",""
"6705","9761","","","","","","","",""
"6705","10137","","","","","","","",""
"6705","10138","","","","","","","",""
"6706","10291","","","","","","","",""
"6707","9646","","","","","","","",""
"6708","9895","","","","","","","",""
"6710","9476","","","","","","","",""
"6710","9765","","","","","","","",""
"6710","9766","","","","","","","",""
"6711","9668","","","","","","","",""
"6712","9566","","","","","","","",""
"6712","9567","","","","","","","",""
"6713","9428","","","","","","","",""
"6713","9429","","","","","","","",""
"6714","9660","","","","","","","",""
"6714","9662","","","","","","","",""
"6715","9705","","","","","","","",""
"6715","9706","","","","","","","",""
"6716","9703","","","","","","","",""
"6716","9704","","","","","","","",""
"6717","10228","","","","","","","",""
"6718","9873","","","","","","","",""
"6719","9874","","","","","","","",""
"6720","9875","","","","","","","",""
"6721","9992","","","","","","","",""
"6722","9993","","","","","","","",""
"6723","10079","","","","","","","",""
"6723","10080","","","","","","","",""
"6724","10281","","","","","","","",""
"6725","10316","","","","","","","",""
"6725","10317","","","","","","","",""
"6726","10289","","","","","","","",""
"6727","10084","","","","","","","",""
"6728","10269","","","","","","","",""
"6729","10120","","","","","","","",""
"6730","9994","","","","","","","",""
"6731","10128","","","","","","","",""
"6731","10129","","","","","","","",""
"6731","10256","","","","","","","",""
"6731","10257","","","","","","","",""
"6732","10056","","","","","","","",""
"6733","9172","","","","","","","",""
"6734","10331","","","","","","","",""
"6735","10287","","","","","","","",""
"6736","10020","","","","","","","",""
"6737","10157","","","","","","","",""
"6738","10337","","","","","","","",""
"6738","10351","","","","","","","",""
"6739","10250","","","","","","","",""
"6740","10093","","","","","","","",""
"6741","9918","","","","","","","",""
"6742","10367","","","","","","","",""
"6743","10361","","","","","","","",""
"6743","10362","","","","","","","",""
"6744","10359","","","","","","","",""
"6745","10360","","","","","","","",""
"6746","10188","","","","","","","",""
"6746","10189","","","","","","","",""
"6746","10202","","","","","","","",""
"6747","10372","","","","","","","",""
"6748","10350","","","","","","","",""
"6749","10213","","","","","","","",""
"6750","9630","","","","","","","",""
"6750","9631","","","","","","","",""
"6751","9849","","","","","","","",""
"6752","9979","","","","","","","",""
"6753","9967","","","","","","","",""
"6754","9853","","","","","","","",""
"6755","10370","","","","","","","",""
"6755","10371","","","","","","","",""
"6756","9723","","","","","","","",""
"6757","9829","","","","","","","",""
"6758","10310","","","","","","","",""
"6758","10311","","","","","","","",""
"6760","10215","","","","","","","",""
"6761","9935","","","","","","","",""
"6761","9936","","","","","","","",""
"6762","10225","","","","","","","",""
"6762","10226","","","","","","","",""
"6763","10403","","","","","","","",""
"6765","10254","","","","","","","",""
"6765","10255","","","","","","","",""
"6766","9697","","","","","","","",""
"6767","10394","","","","","","","",""
"6768","10429","","","","","","","",""
"6769","10276","","","","","","","",""
"6769","10277","","","","","","","",""
"6769","10278","","","","","","","",""
"6769","10297","","","","","","","",""
"6769","10307","","","","","","","",""
"6769","10318","","","","","","","",""
"6769","10319","","","","","","","",""
"6769","10330","","","","","","","",""
"6769","10340","","","","","","","",""
"6769","10341","","","","","","","",""
"6769","10352","","","","","","","",""
"6769","10363","","","","","","","",""
"6769","10364","","","","","","","",""
"6769","10373","","","","","","","",""
"6769","10374","","","","","","","",""
"6769","10380","","","","","","","",""
"6769","10392","","","","","","","",""
"6769","10393","","","","","","","",""
"6769","10396","","","","","","","",""
"6770","10321","","","","","","","",""
"6770","10329","","","","","","","",""
"6771","10271","","","","","","","",""
"6771","10272","","","","","","","",""
"6771","10282","","","","","","","",""
"6771","10308","","","","","","","",""
"6771","10309","","","","","","","",""
"6771","10326","","","","","","","",""
"6771","10344","","","","","","","",""
"6771","10345","","","","","","","",""
"6771","10355","","","","","","","",""
"6771","10356","","","","","","","",""
"6771","10381","","","","","","","",""
"6771","10440","","","","","","","",""
"6772","10273","","","","","","","",""
"6772","10274","","","","","","","",""
"6772","10275","","","","","","","",""
"6772","10305","","","","","","","",""
"6772","10306","","","","","","","",""
"6772","10323","","","","","","","",""
"6772","10324","","","","","","","",""
"6772","10327","","","","","","","",""
"6772","10328","","","","","","","",""
"6772","10338","","","","","","","",""
"6772","10353","","","","","","","",""
"6772","10354","","","","","","","",""
"6772","10382","","","","","","","",""
"6772","10383","","","","","","","",""
"6772","10384","","","","","","","",""
"6772","10395","","","","","","","",""
"6772","10397","","","","","","","",""
"6772","10419","","","","","","","",""
"6772","10420","","","","","","","",""
"6772","10436","","","","","","","",""
"6773","10283","","","","","","","",""
"6773","10284","","","","","","","",""
"6774","10314","","","","","","","",""
"6774","10315","","","","","","","",""
"6774","10438","","","","","","","",""
"6774","10439","","","","","","","",""
"6775","10425","","","","","","","",""
"6775","10426","","","","","","","",""
"6776","10431","","","","","","","",""
"6777","10270","","","","","","","",""
"6778","10452","","","","","","","",""
"6779","10450","","","","","","","",""
"6780","10293","","","","","","","",""
"6781","10448","","","","","","","",""
"6782","10366","","","","","","","",""
"6786","10262","","","","","","","",""
"6786","10263","","","","","","","",""
"6787","10468","","","","","","","",""
"6787","10469","","","","","","","",""
"6788","10458","","","","","","","",""
"6788","10459","","","","","","","",""
"6789","10437","","","","","","","",""
"6789","10446","","","","","","","",""
"6789","10447","","","","","","","",""
"6790","10435","","","","","","","",""
"6790","10444","","","","","","","",""
"6790","10445","","","","","","","",""
"6790","10453","","","","","","","",""
"6790","10454","","","","","","","",""
"6791","10434","","","","","","","",""
"6792","10172","","","","","","","",""
"6792","10173","","","","","","","",""
"6793","10167","","","","","","","",""
"6794","10177","","","","","","","",""
"6795","10348","","","","","","","",""
"6796","10470","","","","","","","",""
"6797","10441","","","","","","","",""
"6797","10489","","","","","","","",""
"6797","10490","","","","","","","",""
"6798","10487","","","","","","","",""
"6798","10488","","","","","","","",""
"6799","10456","","","","","","","",""
"6799","10457","","","","","","","",""
"6800","10022","","","","","","","",""
"6801","10039","","","","","","","",""
"6802","10478","","","","","","","",""
"6802","10479","","","","","","","",""
"6803","9564","","","","","","","",""
"6803","9565","","","","","","","",""
"6804","9754","","","","","","","",""
"6804","9755","","","","","","","",""
"6805","9932","","","","","","","",""
"6805","10144","","","","","","","",""
"6805","10145","","","","","","","",""
"6806","9937","","","","","","","",""
"6806","9938","","","","","","","",""
"6807","9977","","","","","","","",""
"6807","9978","","","","","","","",""
"6807","10336","","","","","","","",""
"6808","10033","","","","","","","",""
"6808","10034","","","","","","","",""
"6809","10037","","","","","","","",""
"6809","10038","","","","","","","",""
"6810","10035","","","","","","","",""
"6810","10036","","","","","","","",""
"6810","10130","","","","","","","",""
"6811","10050","","","","","","","",""
"6812","10055","","","","","","","",""
"6813","10312","","","","","","","",""
"6815","10021","","","","","","","",""
"6816","9684","","","","","","","",""
"6817","10163","","","","","","","",""
"6819","10494","","","","","","","",""
"6820","10062","","","","","","","",""
"6820","10063","","","","","","","",""
"6821","10102","","","","","","","",""
"6821","10103","","","","","","","",""
"6822","10365","","","","","","","",""
"6823","9786","","","","","","","",""
"6824","10320","","","","","","","",""
"6824","10442","","","","","","","",""
"6825","10184","","","","","","","",""
"6826","10404","","","","","","","",""
"6826","10405","","","","","","","",""
"6827","10506","","","","","","","",""
"6829","10143","","","","","","","",""
"6829","10232","","","","","","","",""
"6830","10477","","","","","","","",""
"6831","10528","","","","","","","",""
"6832","10540","","","","","","","",""
"6834","9288","","","","","","","",""
"6835","9629","","","","","","","",""
"6836","9735","","","","","","","",""
"6836","9736","","","","","","","",""
"6837","10493","","","","","","","",""
"6838","10555","","","","","","","",""
"6839","10504","","","","","","","",""
"6840","10288","","","","","","","",""
"6840","10541","","","","","","","",""
"6841","10417","","","","","","","",""
"6841","10552","","","","","","","",""
"6843","10295","","","","","","","",""
"6843","10296","","","","","","","",""
"6844","10260","","","","","","","",""
"6844","10261","","","","","","","",""
"6845","10231","","","","","","","",""
"6846","10408","","","","","","","",""
"6846","10409","","","","","","","",""
"6847","10401","","","","","","","",""
"6847","10402","","","","","","","",""
"6848","10164","","","","","","","",""
"6849","10536","","","","","","","",""
"6850","10161","","","","","","","",""
"6851","10162","","","","","","","",""
"6852","10553","","","","","","","",""
"6852","10554","","","","","","","",""
"6853","10578","","","","","","","",""
"6853","10579","","","","","","","",""
"6855","10588","","","","","","","",""
"6857","10537","","","","","","","",""
"6857","10538","","","","","","","",""
"6860","10599","","","","","","","",""
"6861","10594","","","","","","","",""
"6861","10595","","","","","","","",""
"6862","10534","","","","","","","",""
"6862","10535","","","","","","","",""
"6863","10460","","","","","","","",""
"6863","10587","","","","","","","",""
"6864","10285","","","","","","","",""
"6865","10398","","","","","","","",""
"6866","10525","","","","","","","",""
"6866","10526","","","","","","","",""
"6867","10045","","","","","","","",""
"6867","10313","","","","","","","",""
"6869","9798","","","","","","","",""
"6870","9947","","","","","","","",""
"6871","10410","","","","","","","",""
"6871","10411","","","","","","","",""
"6871","10564","","","","","","","",""
"6871","10565","","","","","","","",""
"6872","10545","","","","","","","",""
"6873","10390","","","","","","","",""
"6874","10615","","","","","","","",""
"6875","10466","","","","","","","",""
"6875","10467","","","","","","","",""
"6876","10418","","","","","","","",""
"6876","10551","","","","","","","",""
"6877","10618","","","","","","","",""
"6877","10619","","","","","","","",""
"6878","10407","","","","","","","",""
"6879","9588","","","","","","","",""
"6880","9804","","","","","","","",""
"6880","9805","","","","","","","",""
"6881","9885","","","","","","","",""
"6882","9886","","","","","","","",""
"6882","9887","","","","","","","",""
"6885","10642","","","","","","","",""
"6886","10280","","","","","","","",""
"6886","10432","","","","","","","",""
"6886","10624","","","","","","","",""
"6887","10639","","","","","","","",""
"6888","10604","","","","","","","",""
"6889","10644","","","","","","","",""
"6889","10645","","","","","","","",""
"6890","10078","","","","","","","",""
"6890","10133","","","","","","","",""
"6890","10174","","","","","","","",""
"6890","10212","","","","","","","",""
"6890","10248","","","","","","","",""
"6890","10294","","","","","","","",""
"6890","10349","","","","","","","",""
"6890","10406","","","","","","","",""
"6890","10455","","","","","","","",""
"6890","10461","","","","","","","",""
"6891","10214","","","","","","","",""
"6893","10190","","","","","","","",""
"6894","10101","","","","","","","",""
"6895","10290","","","","","","","",""
"6896","10542","","","","","","","",""
"6896","10543","","","","","","","",""
"6897","10175","","","","","","","",""
"6897","10176","","","","","","","",""
"6898","10576","","","","","","","",""
"6901","10357","","","","","","","",""
"6901","10358","","","","","","","",""
"6902","10663","","","","","","","",""
"6902","10664","","","","","","","",""
"6904","10607","","","","","","","",""
"6904","10608","","","","","","","",""
"6905","10668","","","","","","","",""
"6906","10476","","","","","","","",""
"6907","10279","","","","","","","",""
"6908","10325","","","","","","","",""
"6909","10616","","","","","","","",""
"6910","9523","","","","","","","",""
"6910","9524","","","","","","","",""
"6911","10600","","","","","","","",""
"6912","10640","","","","","","","",""
"6914","10517","","","","","","","",""
"6914","10518","","","","","","","",""
"6915","10677","","","","","","","",""
"6915","10678","","","","","","","",""
"6916","10481","","","","","","","",""
"6916","10482","","","","","","","",""
"6916","10491","","","","","","","",""
"6916","10495","","","","","","","",""
"6916","10505","","","","","","","",""
"6916","10513","","","","","","","",""
"6916","10523","","","","","","","",""
"6916","10524","","","","","","","",""
"6916","10546","","","","","","","",""
"6916","10547","","","","","","","",""
"6916","10568","","","","","","","",""
"6916","10569","","","","","","","",""
"6916","10570","","","","","","","",""
"6916","10580","","","","","","","",""
"6916","10581","","","","","","","",""
"6916","10598","","","","","","","",""
"6916","10601","","","","","","","",""
"6916","10602","","","","","","","",""
"6916","10609","","","","","","","",""
"6916","10626","","","","","","","",""
"6916","10627","","","","","","","",""
"6916","10649","","","","","","","",""
"6916","10650","","","","","","","",""
"6916","10661","","","","","","","",""
"6916","10662","","","","","","","",""
"6917","10483","","","","","","","",""
"6917","10484","","","","","","","",""
"6917","10485","","","","","","","",""
"6917","10486","","","","","","","",""
"6917","10497","","","","","","","",""
"6917","10498","","","","","","","",""
"6917","10502","","","","","","","",""
"6917","10503","","","","","","","",""
"6917","10520","","","","","","","",""
"6917","10529","","","","","","","",""
"6917","10530","","","","","","","",""
"6917","10548","","","","","","","",""
"6917","10549","","","","","","","",""
"6917","10550","","","","","","","",""
"6917","10556","","","","","","","",""
"6917","10571","","","","","","","",""
"6917","10572","","","","","","","",""
"6917","10577","","","","","","","",""
"6917","10589","","","","","","","",""
"6917","10590","","","","","","","",""
"6917","10611","","","","","","","",""
"6917","10612","","","","","","","",""
"6917","10628","","","","","","","",""
"6917","10637","","","","","","","",""
"6917","10638","","","","","","","",""
"6917","10646","","","","","","","",""
"6917","10647","","","","","","","",""
"6917","10648","","","","","","","",""
"6917","10671","","","","","","","",""
"6917","10672","","","","","","","",""
"6917","10679","","","","","","","",""
"6918","10521","","","","","","","",""
"6918","10522","","","","","","","",""
"6918","10557","","","","","","","",""
"6918","10596","","","","","","","",""
"6918","10597","","","","","","","",""
"6918","10610","","","","","","","",""
"6918","10635","","","","","","","",""
"6918","10636","","","","","","","",""
"6918","10659","","","","","","","",""
"6918","10660","","","","","","","",""
"6919","10691","","","","","","","",""
"6920","10657","","","","","","","",""
"6921","10634","","","","","","","",""
"6923","10216","","","","","","","",""
"6923","10217","","","","","","","",""
"6924","10218","","","","","","","",""
"6924","10219","","","","","","","",""
"6925","10500","","","","","","","",""
"6925","10501","","","","","","","",""
"6925","10632","","","","","","","",""
"6925","10633","","","","","","","",""
"6926","10473","","","","","","","",""
"6926","10474","","","","","","","",""
"6926","10533","","","","","","","",""
"6927","10705","","","","","","","",""
"6928","10655","","","","","","","",""
"6928","10656","","","","","","","",""
"6929","10422","","","","","","","",""
"6930","10430","","","","","","","",""
"6931","10423","","","","","","","",""
"6932","10719","","","","","","","",""
"6933","10424","","","","","","","",""
"6934","10427","","","","","","","",""
"6935","10160","","","","","","","",""
"6936","10264","","","","","","","",""
"6938","10603","","","","","","","",""
"6939","10733","","","","","","","",""
"6939","10736","","","","","","","",""
"6940","10641","","","","","","","",""
"6941","10591","","","","","","","",""
"6942","9974","","","","","","","",""
"6943","9946","","","","","","","",""
"6943","10292","","","","","","","",""
"6943","10585","","","","","","","",""
"6944","9970","","","","","","","",""
"6944","9971","","","","","","","",""
"6945","9985","","","","","","","",""
"6945","9986","","","","","","","",""
"6946","9929","","","","","","","",""
"6946","9930","","","","","","","",""
"6947","10002","","","","","","","",""
"6947","10003","","","","","","","",""
"6948","9989","","","","","","","",""
"6949","9981","","","","","","","",""
"6950","9982","","","","","","","",""
"6950","9983","","","","","","","",""
"6951","9984","","","","","","","",""
"6952","9995","","","","","","","",""
"6952","9996","","","","","","","",""
"6953","10000","","","","","","","",""
"6953","10001","","","","","","","",""
"6954","9969","","","","","","","",""
"6955","10005","","","","","","","",""
"6956","10006","","","","","","","",""
"6956","10007","","","","","","","",""
"6957","10031","","","","","","","",""
"6957","10566","","","","","","","",""
"6957","10567","","","","","","","",""
"6958","9997","","","","","","","",""
"6959","8834","","","","","","","",""
"6960","9927","","","","","","","",""
"6961","9931","","","","","","","",""
"6962","10462","","","","","","","",""
"6963","10378","","","","","","","",""
"6963","10379","","","","","","","",""
"6964","10376","","","","","","","",""
"6964","10377","","","","","","","",""
"6965","10413","","","","","","","",""
"6965","10414","","","","","","","",""
"6966","10415","","","","","","","",""
"6966","10416","","","","","","","",""
"6967","10399","","","","","","","",""
"6967","10400","","","","","","","",""
"6968","10388","","","","","","","",""
"6968","10389","","","","","","","",""
"6969","10385","","","","","","","",""
"6969","10386","","","","","","","",""
"6969","10387","","","","","","","",""
"6970","10748","","","","","","","",""
"6971","10073","","","","","","","",""
"6972","10710","","","","","","","",""
"6973","10258","","","","","","","",""
"6974","9850","","","","","","","",""
"6975","10728","","","","","","","",""
"6976","10322","","","","","","","",""
"6977","10675","","","","","","","",""
"6978","10629","","","","","","","",""
"6980","10584","","","","","","","",""
"6981","10492","","","","","","","",""
"6982","10583","","","","","","","",""
"6983","10346","","","","","","","",""
"6983","10347","","","","","","","",""
"6984","10463","","","","","","","",""
"6985","10464","","","","","","","",""
"6986","10539","","","","","","","",""
"6987","10465","","","","","","","",""
"6989","9910","","","","","","","",""
"6989","9911","","","","","","","",""
"6991","10125","","","","","","","",""
"6992","9671","","","","","","","",""
"6993","10630","","","","","","","",""
"6993","10631","","","","","","","",""
"6995","10757","","","","","","","",""
"6995","10758","","","","","","","",""
"6997","10471","","","","","","","",""
"6997","10472","","","","","","","",""
"6998","10802","","","","","","","",""
"6998","10803","","","","","","","",""
"6999","10806","","","","","","","",""
"7000","10222","","","","","","","",""
"7000","10223","","","","","","","",""
"7001","10573","","","","","","","",""
"7001","10574","","","","","","","",""
"7001","10575","","","","","","","",""
"7003","10623","","","","","","","",""
"7003","10643","","","","","","","",""
"7003","10824","","","","","","","",""
"7003","10825","","","","","","","",""
"7003","10826","","","","","","","",""
"7005","9672","","","","","","","",""
"7005","10194","","","","","","","",""
"7005","10195","","","","","","","",""
"7006","10286","","","","","","","",""
"7007","10421","","","","","","","",""
"7008","10701","","","","","","","",""
"7008","10702","","","","","","","",""
"7009","9933","","","","","","","",""
"7009","10613","","","","","","","",""
"7010","10334","","","","","","","",""
"7010","10335","","","","","","","",""
"7011","10511","","","","","","","",""
"7011","10512","","","","","","","",""
"7011","10617","","","","","","","",""
"7012","10509","","","","","","","",""
"7012","10510","","","","","","","",""
"7013","10507","","","","","","","",""
"7013","10508","","","","","","","",""
"7014","10516","","","","","","","",""
"7015","10515","","","","","","","",""
"7016","10514","","","","","","","",""
"7017","10519","","","","","","","",""
"7018","10788","","","","","","","",""
"7018","10789","","","","","","","",""
"7018","10861","","","","","","","",""
"7018","10862","","","","","","","",""
"7019","10807","","","","","","","",""
"7020","10830","","","","","","","",""
"7020","10831","","","","","","","",""
"7021","10665","","","","","","","",""
"7021","10844","","","","","","","",""
"7021","10845","","","","","","","",""
"7022","10840","","","","","","","",""
"7023","9470","","","","","","","",""
"7024","10833","","","","","","","",""
"7024","10868","","","","","","","",""
"7025","10839","","","","","","","",""
"7028","10298","","","","","","","",""
"7029","10299","","","","","","","",""
"7029","10300","","","","","","","",""
"7029","10686","","","","","","","",""
"7029","10687","","","","","","","",""
"7030","10301","","","","","","","",""
"7030","10302","","","","","","","",""
"7030","10303","","","","","","","",""
"7031","10682","","","","","","","",""
"7031","10683","","","","","","","",""
"7031","10707","","","","","","","",""
"7031","10714","","","","","","","",""
"7031","10715","","","","","","","",""
"7031","10726","","","","","","","",""
"7031","10727","","","","","","","",""
"7031","10739","","","","","","","",""
"7031","10740","","","","","","","",""
"7031","10759","","","","","","","",""
"7031","10760","","","","","","","",""
"7031","10774","","","","","","","",""
"7031","10776","","","","","","","",""
"7031","10777","","","","","","","",""
"7031","10793","","","","","","","",""
"7031","10794","","","","","","","",""
"7031","10810","","","","","","","",""
"7031","10816","","","","","","","",""
"7031","10818","","","","","","","",""
"7031","10819","","","","","","","",""
"7031","10836","","","","","","","",""
"7031","10837","","","","","","","",""
"7032","10716","","","","","","","",""
"7032","10717","","","","","","","",""
"7032","10737","","","","","","","",""
"7032","10738","","","","","","","",""
"7032","10750","","","","","","","",""
"7032","10754","","","","","","","",""
"7032","10764","","","","","","","",""
"7032","10772","","","","","","","",""
"7032","10773","","","","","","","",""
"7032","10778","","","","","","","",""
"7032","10779","","","","","","","",""
"7032","10814","","","","","","","",""
"7032","10815","","","","","","","",""
"7032","10820","","","","","","","",""
"7032","10821","","","","","","","",""
"7032","10834","","","","","","","",""
"7032","10835","","","","","","","",""
"7032","10871","","","","","","","",""
"7032","10881","","","","","","","",""
"7032","10882","","","","","","","",""
"7033","10684","","","","","","","",""
"7033","10685","","","","","","","",""
"7033","10695","","","","","","","",""
"7033","10696","","","","","","","",""
"7033","10706","","","","","","","",""
"7034","10693","","","","","","","",""
"7034","10694","","","","","","","",""
"7034","10755","","","","","","","",""
"7034","10756","","","","","","","",""
"7034","10771","","","","","","","",""
"7034","10792","","","","","","","",""
"7034","10822","","","","","","","",""
"7034","10823","","","","","","","",""
"7034","10838","","","","","","","",""
"7034","10856","","","","","","","",""
"7034","10857","","","","","","","",""
"7034","10891","","","","","","","",""
"7035","10872","","","","","","","",""
"7035","10901","","","","","","","",""
"7036","10888","","","","","","","",""
"7037","10527","","","","","","","",""
"7038","10499","","","","","","","",""
"7039","10625","","","","","","","",""
"7040","9469","","","","","","","",""
"7041","10718","","","","","","","",""
"7041","10800","","","","","","","",""
"7041","10801","","","","","","","",""
"7042","10877","","","","","","","",""
"7042","10878","","","","","","","",""
"7043","10342","","","","","","","",""
"7043","10343","","","","","","","",""
"7044","10332","","","","","","","",""
"7044","10333","","","","","","","",""
"7045","10368","","","","","","","",""
"7045","10369","","","","","","","",""
"7046","10791","","","","","","","",""
"7046","10926","","","","","","","",""
"7047","10451","","","","","","","",""
"7047","10734","","","","","","","",""
"7047","10735","","","","","","","",""
"7047","10762","","","","","","","",""
"7048","10749","","","","","","","",""
"7049","10475","","","","","","","",""
"7050","10680","","","","","","","",""
"7050","10681","","","","","","","",""
"7050","10929","","","","","","","",""
"7050","10930","","","","","","","",""
"7051","10713","","","","","","","",""
"7051","10921","","","","","","","",""
"7051","10922","","","","","","","",""
"7051","10923","","","","","","","",""
"7053","10920","","","","","","","",""
"7054","10770","","","","","","","",""
"7055","10605","","","","","","","",""
"7056","10768","","","","","","","",""
"7056","10769","","","","","","","",""
"7057","10783","","","","","","","",""
"7057","10941","","","","","","","",""
"7057","10942","","","","","","","",""
"7058","10947","","","","","","","",""
"7059","10449","","","","","","","",""
"7060","10544","","","","","","","",""
"7061","10582","","","","","","","",""
"7062","10954","","","","","","","",""
"7062","10955","","","","","","","",""
"7064","10765","","","","","","","",""
"7064","10766","","","","","","","",""
"7065","10919","","","","","","","",""
"7066","10812","","","","","","","",""
"7067","10957","","","","","","","",""
"7067","10958","","","","","","","",""
"7068","10805","","","","","","","",""
"7069","10890","","","","","","","",""
"7070","10829","","","","","","","",""
"7071","10780","","","","","","","",""
"7071","10781","","","","","","","",""
"7072","10784","","","","","","","",""
"7072","10785","","","","","","","",""
"7073","10828","","","","","","","",""
"7074","10711","","","","","","","",""
"7077","10428","","","","","","","",""
"7078","10496","","","","","","","",""
"7079","10606","","","","","","","",""
"7080","10999","","","","","","","",""
"7080","11000","","","","","","","",""
"7081","10699","","","","","","","",""
"7081","10700","","","","","","","",""
"7082","10950","","","","","","","",""
"7082","10951","","","","","","","",""
"7083","10962","","","","","","","",""
"7084","10531","","","","","","","",""
"7084","10532","","","","","","","",""
"7085","11018","","","","","","","",""
"7086","11019","","","","","","","",""
"7087","10913","","","","","","","",""
"7088","10658","","","","","","","",""
"7089","11028","","","","","","","",""
"7090","11006","","","","","","","",""
"7090","11007","","","","","","","",""
"7091","10996","","","","","","","",""
"7092","11027","","","","","","","",""
"7093","10995","","","","","","","",""
"7094","10980","","","","","","","",""
"7094","10981","","","","","","","",""
"7094","10982","","","","","","","",""
"7094","10983","","","","","","","",""
"7095","10653","","","","","","","",""
"7095","10654","","","","","","","",""
"7097","11045","","","","","","","",""
"7097","11046","","","","","","","",""
"7098","10620","","","","","","","",""
"7098","10621","","","","","","","",""
"7098","10622","","","","","","","",""
"7099","10786","","","","","","","",""
"7099","10787","","","","","","","",""
"7100","10614","","","","","","","",""
"7100","10651","","","","","","","",""
"7100","10688","","","","","","","",""
"7100","10741","","","","","","","",""
"7100","10790","","","","","","","",""
"7100","10832","","","","","","","",""
"7100","10879","","","","","","","",""
"7100","10940","","","","","","","",""
"7100","10988","","","","","","","",""
"7105","11005","","","","","","","",""
"7106","11079","","","","","","","",""
"7107","11053","","","","","","","",""
"7107","11078","","","","","","","",""
"7108","11071","","","","","","","",""
"7108","11072","","","","","","","",""
"7109","10935","","","","","","","",""
"7110","11055","","","","","","","",""
"7110","11056","","","","","","","",""
"7111","10592","","","","","","","",""
"7111","10593","","","","","","","",""
"7112","10676","","","","","","","",""
"7115","10894","","","","","","","",""
"7115","10895","","","","","","","",""
"7115","10896","","","","","","","",""
"7115","10897","","","","","","","",""
"7115","10898","","","","","","","",""
"7115","10911","","","","","","","",""
"7115","10912","","","","","","","",""
"7115","10952","","","","","","","",""
"7115","10953","","","","","","","",""
"7115","10975","","","","","","","",""
"7115","10976","","","","","","","",""
"7115","10989","","","","","","","",""
"7115","10990","","","","","","","",""
"7115","10997","","","","","","","",""
"7115","11011","","","","","","","",""
"7115","11012","","","","","","","",""
"7115","11022","","","","","","","",""
"7115","11023","","","","","","","",""
"7115","11033","","","","","","","",""
"7115","11034","","","","","","","",""
"7115","11039","","","","","","","",""
"7115","11049","","","","","","","",""
"7115","11050","","","","","","","",""
"7115","11069","","","","","","","",""
"7115","11070","","","","","","","",""
"7115","11076","","","","","","","",""
"7115","11077","","","","","","","",""
"7116","10902","","","","","","","",""
"7116","10903","","","","","","","",""
"7116","10910","","","","","","","",""
"7116","10924","","","","","","","",""
"7116","10925","","","","","","","",""
"7116","10928","","","","","","","",""
"7116","10945","","","","","","","",""
"7116","10946","","","","","","","",""
"7116","10956","","","","","","","",""
"7116","10977","","","","","","","",""
"7116","10978","","","","","","","",""
"7116","10991","","","","","","","",""
"7116","10998","","","","","","","",""
"7116","11020","","","","","","","",""
"7116","11021","","","","","","","",""
"7116","11035","","","","","","","",""
"7116","11036","","","","","","","",""
"7116","11047","","","","","","","",""
"7116","11048","","","","","","","",""
"7116","11054","","","","","","","",""
"7116","11057","","","","","","","",""
"7116","11058","","","","","","","",""
"7116","11067","","","","","","","",""
"7116","11068","","","","","","","",""
"7116","11075","","","","","","","",""
"7117","10992","","","","","","","",""
"7118","10904","","","","","","","",""
"7118","10905","","","","","","","",""
"7118","10943","","","","","","","",""
"7118","10944","","","","","","","",""
"7118","10984","","","","","","","",""
"7118","10993","","","","","","","",""
"7118","10994","","","","","","","",""
"7118","11009","","","","","","","",""
"7118","11010","","","","","","","",""
"7118","11037","","","","","","","",""
"7118","11051","","","","","","","",""
"7118","11052","","","","","","","",""
"7118","11059","","","","","","","",""
"7118","11060","","","","","","","",""
"7119","10850","","","","","","","",""
"7119","10851","","","","","","","",""
"7121","11103","","","","","","","",""
"7121","11104","","","","","","","",""
"7122","11013","","","","","","","",""
"7123","11089","","","","","","","",""
"7123","11090","","","","","","","",""
"7124","10795","","","","","","","",""
"7125","11014","","","","","","","",""
"7126","10004","","","","","","","",""
"7127","10433","","","","","","","",""
"7128","10775","","","","","","","",""
"7129","11093","","","","","","","",""
"7129","11115","","","","","","","",""
"7131","11084","","","","","","","",""
"7132","11135","","","","","","","",""
"7132","11136","","","","","","","",""
"7133","10670","","","","","","","",""
"7134","11137","","","","","","","",""
